country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women mostly do planting and sometimes harvesting,women mostly do planting,quote,E.15.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women have their hands full with household work and they cannot be expected to do agricultural work as well,household work,quote,E.15.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women harvest and sort paddy,Women harvest and sort paddy,quote,E.18.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,They [women] do weeding and clear the land,[women] do weeding and clear the land,quote,E.18.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Men do the hard work like ploughing ,Men do the hard work like ploughing ,quote,E.18.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women are not actively involved in agriculture,Women are not actively involved in agriculture,quote,E.19.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,They [women] will not be able to do all the hard labor,[women] will not be able to do all the hard labor,quote,E.19.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Young girls from good families don’t do any work in the fields; young girls from poor families do to support their families,don’t do any work in the fields,quote,E.19.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,No woman goes to the market,No woman goes to the market,quote,E.19.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women do not do much agricultural activity,Women do not do much agricultural activity,quote,E.24.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Who will do the household work if she joins such a group?,household work,quote,E.25.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,"Husband will definitely forbid her 
	Our women don’t go to the marketplace; that is strictly for men",women don’t go to the marketplace,quote,E.26.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women don’t go to the market to purchase forget about going to sell,women don't go to the market,quote,E.26.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,She will have to help her husband,She will have to help her husband,quote,E.27.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,She has to do all the work that she has always been doing, do all the work that she has always been doing,quote,E.27.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,It is her duty to help her husband and she must fulfill all her duties,It is her duty to help her husband,quote,E.27.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,It is usual for men to go sell at the market and so man will go,usual for men to go sell,quote,E.33.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_C,Women are not seen at the market; it will be unusual,Women are not seen at the market,quote,E.33.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_N,Young girls from good families don’t do any work in the fields; young girls from poor families do to support their families,young girls from poor families do to support their families,quote,E.19.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_N,all agricultural work is done by the family together; it is a combined effort and they all help each other,combined effort,quote,E.21.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_N,But according to need all household members work during planting and harvesting season; there is lot of work during the planting season and all male and many women also work together; during harvesting also all women help their husbands since there is a lot of work to do at this time,all male and many women also work together,quote,E.23.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_N,If there is good understanding between the husband and wife then he may ask her for less help,if good understanding may ask her for less help,quote,E.27.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DIV,NRM_DIV_O,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_C,Women do not have separate plots,Women do not have separate plots,quote,E.22.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_C,Ours is a male dominated society and so why should men ask anyone; they don’t need to,why should men ask anyone,quote,E.37.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_N,We all love money and so obviously Mark will be happy,love money,quote,E.30.,Mark=male spouse; Mary=female spouse,"this is about woman earning money with successful small enterprise, therefore I decided to include it here as speaking to (financial) assets",ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_N,He will support her more and feel good about his decision to let her work,support her more,quote,E.30.,,"this is about woman earning money with successful small enterprise, therefore I decided to include it here as speaking to (financial) assets",ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_N,Mark will be proud of her and as well as of his decision to let her work,proud of her,quote,E.30.,,"this is about woman earning money with successful small enterprise, therefore I decided to include it here as speaking to (financial) assets",ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_N,In 80% of the cases women will do whatever they want because it is their money,women will do whatever they want,quote,E.36.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_N,It depends upon the understanding between husband and wife,depends upon the understanding,quote,E.36.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_O,It is her father’s money and so she will use it anyway she wants to,she will use it anyway she wants to,quote,E.36.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_O,Husband will have nothing to do with wife’s money,Husband will have nothing to do with wife’s money,quote,E.36.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_AST,NRM_AST_O,Men have enough money of their won and they don’t need their wives’ money,don’t need their wives’ money,quote,E.36.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_INF,NRM_INF_C,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_INF,NRM_INF_N,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_INF,NRM_INF_O,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,People will pass comments on her character,pass comments,quote,E.28.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,Women’s going to the market to sell is unthinkable; our society will now allow it; her life will be difficult,our society will now allow it,quote,E.28.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,People will say her husband is a “lichchar” (rascal) and sitting “vella” (idle) at home and is forcing his wife to work outside,People will say her husband is a rascal and sitting idle at home,quote,E.28.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,People will make fun of such a family where husband sits at home while wife works outside,make fun,quote,E.28.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,People will call him mad for sitting at home and making his wife work,call him mad,quote,E.29.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,His friends will call him all sorts of bad name,bad name,quote,E.29.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,His friends will ridicule him and laugh at him,ridicule him,quote,E.29.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_C,All elders of the community will also scold him for breaking norms and forcing his wife to work,scold him for breaking norms,quote,E.29.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_N,These days people allow women to work outside in service,people allow women to work outside in service,quote,E.28.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_STIG,NRM_STIG_O,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_C,Parents decide; the household head decides,household head decides,quote,E.21.,,assuming the household head is male,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_C,she will have to ask her husband and her in laws,ask her husband and in-laws,quote,E.24.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_C,Women need permission of their husbands if they want to work,need permission,quote,E.24.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_C,Typically men do all agricultural work and so they know everything that is there to know about it and so they are the best one to decide on what is good or bad for their crop,best one to decide,quote,E.34.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_N,Woman will decide how much to keep for home consumption and man will decide how much to sell,Woman will decide how much to keep for home consumption and man will decide how much to sell,quote,E.32.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_N,Women keep track of how much is needed to feed their family,Women keep track,quote,E.32.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_N,Depends upon their production,Depends upon their production,quote,E.32.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_N,Generally husband takes all decisions in consultation with his wife,decisions in consultation with his wife,quote,E.32.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_N,It all depends upon their relationship and how well she is able to explain the idea to her husband,how well she is able to explain,quote,E.34.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_N,If he has 10 acres of land ten he can try out her idea on a portion of it,try out her idea,quote,E.34.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_DEC,NRM_DEC_O,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_NO,,,,,,,
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Gender equality if good and necessary for a healthy society,good and necessary for a healthy society,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Both men and women should get equal pay for equal work,equal pay for equal work,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Earlier parents did not attach much importance to their daughters’ education but this has changed in the past 2-3 years and now girls also go to school,now girls also go to school,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Both boys and girls should get proper education and girls should also be allowed to get technical education,Both boys and girls should get proper education,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Both should have right of education and equal work opportunities,right of education and equal work opportunities,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,If both husband and wife are educated and working then they can take better care of their family,take better care of their family,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Women should be allowed right in their fathers’ property,right in their fathers’ property,quote,E.31.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Both should be allowed to study as much as they want,Both should be allowed to study as much as they want,quote,E.51.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,We should be given more power and freedom,more power and freedom,quote,E.51.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Our parents should allow both their sons and daughters whatever it is we want,allow both their sons and daughters whatever it is we want,quote,E.51.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Women should be allowed the same freedom and rights as men,same freedom and rights as men,quote,E.51.,,,ENU_1
IN,IN1,GENNOVATE_IN1.xlsx ,FG_E_Aspirations of Youth,IN1E_M,male,NRM_EQ,NRM_EQ_YS,Women should be allowed the liberty to work if they so desire,Women should be allowed the liberty to work,quote,E.51.,,,ENU_1
