country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,GAP,GAP_SML,go around in the village and braid hair, braid hair,quote,E.11,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,GAP,GAP_SML,involve in some handcrafts which are occasionally sold in town. ,handcrafts,quote,E.11,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_INF,NRM_INF_C,I think the opportunity is limited for girls. , limited for girls. ,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,"we are not mobile enough, there is no way I can decide now and go to town without asking for permission. ",without asking for permission. ,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,we have to do plenty of things as equally as our mothers,do plenty of things as equally as our mothers,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_INF,NRM_INF_C,as girls we would not even have the chance to get information because we stay back home most of the time,we would not even have the chance,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,We do not travel to the town as we want. ,do not travel to the town,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,Women do not own any livestock or crop.,do not own ,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,They are not allowed to sell anything beyond what she can handle with small basket,not allowed to sell anything,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,even if she works with the husband she would not decide on the crop. ,he would not decide,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,our mothers do not have control over any livestock ,do not have control ,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,"they are responsible for taking care of the bigger animals such as cow, oxen, sheep and donkey. She helps in the fattening ",responsible for taking,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,She helps in the fattening but she would never be able to sale,She helps in the fattening but she would never be able to sale,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_N,these days that she has started to decide on chicken. Ten years ago she has nothing on her hand. ,these days; Ten years ago she has nothing,quote,E.16,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_O,there is no as such division of labor in agriculture,no as such division of labor,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_N,only when it comes to household chores that there is women’s work,only when it comes to household chores ,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_N,I have never heard anything being a man’s job except selling things.,except selling things.,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_O,"Previously, women mainly stay at home. The people were pastoralsts, they started sedentary farming very recently and when they started they both engaged in agriculture. ",,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_O,There is no surprise to see a woman tilling land or planting ,,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_N,"here women’s labor is not given any kind of value. She is expected to work all the time, no one will understand her needs and if she is tired. She should never complain from working so hard. ",,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,"When the husband comes from wherever he was, he will sit and even expect to get served, she has no such leisure time.  ","he will sit and even expect to get served, she has no such leisure time.  ",quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,there is no problem because there is nothing for women except chicken,there is nothing for women except chicken,quote,E.19,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,in the first place she will never even try to do it. She should be crazy to even try. People will never accept that.,she should be crazy to even try. People will never accept that.,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,I coul not even imagine how people will react. ,how people will react,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"the men would be angry. I am sure even in the market, they would not buy from her. ",men would be angry; they would not buy from her. ,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,They may think that she is a thief. Or she must be somebody her husband and whole family have abandoned because of some bad things. ,thief; abandoned,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,She can engage in fattening. Actually she is the one who is doing the fattening even now. But she is not allowed to engage in the selling. ,not allowed to engage in the selling. ,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,She can engage in fattening. Actually she is the one who is doing the fattening even now,She can engage in fattening,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_O,"When it comes to agriculture, there is no difference. They work together on both the larger plot where they produce crops and vegetable garden. There is no division. ",no difference; work together; no division. ,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_O,Everybody works together. He will also work on the vegetable garden.,Everybody works together; ,quote,E.23,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_N,The vegetable is also sold by the man. ,vegetable is also sold by the man.,quote,E.23,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,she may consult her husband. ,consult her husband. ,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,She works on the land but she is never considered a decision maker or even she cannot give such advice,never considered a decision maker,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MEN,NRM_MEN_C,"He will say, “who is the man here. How do you know better than me about agriculture?”",,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,For him there is no problem he may inform her once he heard about it and go ahead. ,For him there is no problem,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_N,"There are women who are married to a man as first or second wife. When he abandons the house to go to his other wife, he gives them land. During that time, she does everything by herself. ",When he abandons the house; she does everything by herself,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,if her boy is big enough to make decision She will consult him and even he may refuse. He will replace the father practically so once her boy grows up she will go back to her position and be led by her child. ,She will consult him,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,he never wants her to leave the house. He never allows her to go anywhere.,He never allows her to go anywhere,quote,E.25,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_INF,NRM_INF_C,"How would he allow her to get into such association. He will think “this is very dangerous"". She will learn from other women who think they are assertive…”",this is very dangerous,quote,E.25,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_INF,NRM_INF_C,He would never allow her to join. He wants her to remain in the house ,,quote,E.25,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_INF,NRM_INF_C,"Going to such association and becoming a member means she will be communicating with people. She will know about price and better techniques of growing vegetable, she will be more informed and knowledgeable than her husband. That is something men does not like. They like to be the only knowledgeable person.  ",That is something men does not like. ,quote,E.25,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"he will ask her where are you spending your days, where do you learn such disobedience? ",where do you learn such disobedience?,quote,E.26,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_C,How come you want to sell the vegetable?,How come you want to sell the vegetable?,quote,E.26,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_N,"if the vegetable s in small amounts, especially small amount he left after selling the larger amount, then it is possible for her to sale",,quote,E.26,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,"it is possible for her to sale, but he does not want her to go out of the house.  ",does not want her to go out of the house.  ,quote,E.26,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,"never, he will never ask her to rest. Even when she is pregnant or sick, they want woman to work. "," Even when she is pregnant or sick, they want woman to work. ",quote,E.27,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,"if is ok if the kings are tired, not the servant. So she cannot feel tired. A woman never has time to sit. It is a taboo.  ",A woman never has time to sit,quote,E.27,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"Even if he told her to sit, she will never because, she knows that he will call her lazy tomorrow, so she will not accept his invitation.",he will call her lazy,quote,E.27,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,They will think that she is having some hidden affair with someone,think that she is having some hidden affair,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,People will hate her. ,People will hate her. ,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,They will even spread some unfounded stories about her.,spread some unfounded stories about her.,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C, The neighbors would not want to associate themselves with her.,not want to associate themselves with her.,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,he will be pressured by both men and women.,,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C," The women will say “are you a man? How come you call yourself a man?” while the men will bully him a lot by calling him names such as “a woman”, change your close you are not a man and dress up like a woman…”",the men will bully him; calling him names such as “a woman”,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"no one will ever respect him. They will say she has made him bring water, and take care of the children and he must be so weak that he allowed such a thing. ",no one will ever respect him; he must be so weak,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"They will tell them that “he has become sick with some kind of mental illness, that is not something acceptable and to be emulated. ",he has become sick with some kind of mental illness,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,be careful. Do not associate yourself with him.  ,Do not associate yourself with him.  ,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,People will never give him credit because they will think he will never pay back as the money is with his wife. ,People will never give him credit,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C," if his wife focus only on  her work and stop giving him children, that would be the beginning of the end. ", beginning of the end,quote,E.30,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"the husband will get more wives but to stop him, the wife keeps on giving birth, and will therefore not be as successful. ",husband will get more wives,transcriber's summary,E.30,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"his family would tell him, that she is getting more than what he does. And she will soon start treating him like a slave ",treating him like a slave ,quote,E.30,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_EQ,NRM_EQ_YS,", it is about being equally free like a boy. Free to play and work. ",free like a boy. Free to play and work. ,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_EQ,NRM_EQ_YS,"the right to go to school as the boys, the right to elect and be elected. ",,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_EQ,NRM_EQ_YS,"it is important to respect each other, and to equally work both outside of the house and inside the house. ","respect each other, and to equally work",quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,"they say it is about having equal right as a person, being able to go to school and the like. In our area there is nothing as such",having equal right as a personhaving equal right as a person; In our area there is nothing as such,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,he would sell everything. What she would sell is small amounts that are left from him,he would sell everything,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,"They may discuss, but finally he would do what he thinks is right. Even if she is right, there is big chance he may not listen.",he would do what he thinks is right,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,"there are women who sale in large quantities, they would do it only when they are asked to do it by their husbands. ",only when they are asked to do it by their husbands,quote,E.33,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,He would not give her fertilizer unless he already knows the practice is good,,quote,E.34,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,he may even be angry and say “what else did your sister show you? Why do not she mind her own business? What is her agenda?” ,he may even be angry,quote,E.34,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_N,"He first may pretend not to listen but later he will decide to give her because, it is at the end of the day money we are talking about. ",irst may pretend not to listen but later he will decide to give her ,quote,E.34,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,Very difficult,,quote,E.35,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,It is very difficult because at the end of the day she is living with him. ,,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,"In our culture, a woman never go beyond her husband’s will. She will never even try it. ",never go beyond her husband’s will.,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,"Even if, she gets the money from her family, it is his money. He has the right to make decision on the money.  ",He has the right to make decision on the money.  ,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,She is also considered as his property let alone what she brought. ,She is also considered as his property ,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,Once she is married she no longer is her own person. She has to submit totally to him,she no longer is her own person,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,it is very easy for him. She would not ask. He has the right to decide. ,He has the right to decide. ,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_N,"he can do that, but these days, women have started to go to the court despite negative pressure from the community members","these days, women have started to go to the court",quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,if a woman takes her husband to court that is considered a very bad thing. She may even be out casted.,may even be out casted.,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,she may go to elders and she will ask them to talk to him. Usually the elders are in favor of the man because they think they will give her unnecessary courage if they support her idea.,elders are in favor of the man ,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,"he may say yes, but he will go and finish the money with “chat” or will bring another wife because this one has started to disobey him.  ",he will go and finish the money with “chat”,quote,E.37,"""chat'' referring to 'khat'",,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"he may say yes, but he will go and finish the money with “chat” or will bring another wife because this one has started to disobey him.  ",will bring another wife because this one has started to disobey him,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_O,yes she can.,,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,she would get harassed by men on the road. She might even get raped in some instances.,harassed by men; get raped ,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,She will not be as free as her brother. She needs to be careful. ,She will not be as free as her brother,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"If she get robbed or raped, there is no one who would understand her, she will be blamed for going out or dressing up ",she will be blamed,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,"yes, it is easy, she is protected because she has a husband. And if anyone touches her, that would be a big issue and a source of tension. Her husband even may kill the person who touches her. ",she is protected because she has a husband,quote,E.39,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_O,"It is normal. Many women go out and sell vegetables, fire wood, and fruits in small markets around the village. ",Many women go out and sell ,quote,E.40,,,ENU_2,0.95
ET,ET2,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_O,"It is normal. Many women go out and sell vegetables, fire wood, and fruits in small markets around the village. ",in small markets around the village,quote,,,,ENU_2,0.95
ET,ET3,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_AST,NRM_AST_N,"as long as it is in small quantity they also sale maize because they need to buy some salt, sugar, kerosene, coffee etc. ",as long as it is in small quantity ,quote,E.40,,,ENU_2,0.95
ET,ET4,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,"if she is married it is easier, if not, it is better if she is accompanied by her mother or brother. ",,quote,E.40,,,ENU_2,0.95
ET,ET5,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,our families will not allow us to go out of the house for fear of being robed or raped. ,,quote,E.41,,,ENU_2,0.95
ET,ET6,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,what they fear is that others will say some bad things about the daughter and she would be unable to get married,they fear is that others will say some bad things about the daughter,quote,E.41,,,ENU_2,0.95
ET,ET7,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DIV,NRM_DIV_C,"We are working with our mothers every single day for the whole day, they prefer to keep us home and help them.",We are working with our mothers every single day for the whole day,quote,E.41,,,ENU_2,0.95
ET,ET8,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,"We are working with our mothers every single day for the whole day, they prefer to keep us home and help them.",they prefer to keep us home and help them.,quote,E.41,,,ENU_2,0.95
ET,ET9,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_MOB,NRM_MOB_C,"There are boys who would wait girls on the road and try to harass them, so our parents are afraid people will see their daughter with them.  ",boys who would wait girls on the road and try to harass them,quote,E.41,,,ENU_2,0.95
ET,ET10,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,"There are boys who would wait girls on the road and try to harass them, so our parents are afraid people will see their daughter with them.  ",our parents are afraid people will see their daughter with them,quote,E.41,,,ENU_2,0.95
ET,ET11,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_DEC,NRM_DEC_C,she will never make such decision by herself,she will never make such decision by herself,quote,E.42,,,ENU_2,0.95
ET,ET12,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_C,she is sure to break her relationship with them and never get back home,break her relationship with them and never get back home,quote,E.42,,,ENU_2,0.95
ET,ET13,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_N,if they were supported by the family when they go there is no problem. ,if they were supported by the family ,quote,E.43,,,ENU_2,0.95
ET,ET14,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_N,"If they bring some money with them they can start small trading, or vegetable garden and the like based on agreement with their family and they will work",If they bring some money with them,quote,E.43,,,ENU_2,0.95
ET,ET15,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_F,female,NRM_STIG,NRM_STIG_N,"Otherwise, there is no other opportunity. ","Otherwise, there is no other opportunity. ",quote,E.43,,,ENU_2,0.95
