country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_MOB,NRM_MOB_O,"[Can a young woman walk comfortably alone to the local market?]    
[They all talked together ] Yes she can. ",yes she can,transcriber's summary,E.38.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_MOB,NRM_MOB_O,Yes she can move around. There is no difference. Now the low is very hard so no one will try to harm her because they know what would happen if they are caught,Yes she can move around,quote,E.39.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DIV,NRM_DIV_C,He will not allow her to join the group. Because he believes that she has to stay at home and work,she has to stay at home and work,quote,E.25.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DIV,NRM_DIV_C,No he wouldn’t ask her to stop coming to the farm. He has more demanding work that requires more labor. it brings better income so if he is not getting the necessary support he would not be productive,He has more demanding work,quote,E.27.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DIV,NRM_DIV_N,"Farming is mainly men’s job and the indoor work is mainly is for the women. However the women support the man on the farm by planting the seeds, by weeding and the like. The men also assist the women in the house by delivering water, making food, by chopping wood, taking grains to the grinding mills and the like.","women support the man, men also assist the women",quote,E.18.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DIV,NRM_DIV_N,"everybody works on the one plot. Usually women do not participate unless there is real need for labor, especially during the planting. To deal with labor neds, we often use “wonfel”  [a reciprocal labor] and women/s role at that time is to prepare food and drink","everybody, women do not participate unless real need",quote,E.23.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DIV,NRM_DIV_N,he doesn’t want to see her hurt. However If he notice physical weakness and that she is hurt he will ask her to stop coming to the farm to assist him. Otherwise he won’t tell her not to come,If he notice physical weakness and that she is hurt he will ask her to stop,quote,E.27.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DIV,NRM_DIV_O,they both support each other,support each other,quote,E.18.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_C,"he will not allow her to go to market, because she will find out how much he sells the vegetables. So he would say “since when you dare to take the vegetable to market?  What is the matter with you? Who have been you been spending your time with?”",find out how much he sells,quote,E.26.,,about transparancy about earning income; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_C,"let us also see the issue from this angle, men have to win the bread, now he has been robbed of his role as a bread winner. How would he be happy, I a sure deep inside he may feel a bit of jealous at least a grain of thought “how would a man live accepting handout from a woman? How long etc?” so I feel even if he seems happy, he would not really be that happy. This is a big issue for a man. ",robbed of his role as a bread winner,quote,E.30.,,about woman earning income through successful business; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_C,It is easy for him to buy what he likes,easy for him,quote,E.37.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_C,I say it is easy for a man to convince a woman quickly. He may use his power,easy for a man,quote,E.37.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"but most of the times they do not do such things, because of the prevailing attitude they do not try it, but if they do nothing happens because now people are focused on the work rather than who does what",most of the times they do not do such things,quote,E.19.,,about earning income; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"sometimes when she asks such things accidently he has to say ok go and sell. Otherwise they will fight and lost their marriage. These days women know their rights and it will backfire on him, if she takes him to the court, they will give him hard time so it is better to be a bit lose on such things. ",accidently he has to say ok go and sell,quote,E.26.,,about earning income; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"his feeling and moral will be hurt, to see that she is doing better than him. But he don’t have a choice .he will accept it. For example there were a husband and a wife in our village. The husband has never gone to school and he doesn’t know how to count. But he is a hard worker. On the other hand his wife has gone to school. She is the one who count the money for him. He knows his weakness, but he lives with it, he has no choice",don’t have a choice .he will accept,quote,E.30.,,about woman earning income through successful business; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,It depends on the trust between them. If she trust him that he will not going to misuse the money she will ask him to take it to the market. Otherwise she will take it to the market herself,depends on the trust between them,quote,E.32.,,about transparancy about income from selling in the market; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"She has to discuss about it first and convince him smoothly.  Since she is talking about buying land, which eventually can bring better income to the house, she would not find it difficult to convince him",convince him,quote,E.36.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"They have to make priority. And for that they can discuss the pros and cons of each ideas and decide together. Otherwise, if she buys without his consent he will never accept it and that might be the end of the marriage",discuss,quote,E.36.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"It is difficult for her because since they live together, she cannot bypass him, as he would not bypass her that is why it is said women and men equality. She has to convince him why she is insisting on the land",convince him,quote,E.36.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_N,"I would say it won’t be easy for him too, because if she doesn’t agree it is no good. She may say that they have to expand their plots since they have been doing farming mainly for living",it won’t be easy for him too,quote,E.37.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_O,Nothing happen. There will not be a problem,not be a problem,quote,E.19.,,about earning income; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_O,There is no such separate plot among family members. [all agreed],no such separate plot,quote,E.21.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_O,"No, there is no such division of plots among family members. Everything is planted on the one land we have. Sometimes during the rainy season, men would help the women till the open space in the compound where they live in to grow vegetable. Otherwise, there is no as such separate land",no such division of plots,quote,E.22.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_O,I think he would be happy inside,happy,quote,E.30.,,about woman earning income through successful business; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_AST,NRM_AST_O,he may wish to be profitable like her,wish,quote,E.30.,,about woman earning income through successful business; I decided to put it with access to (financial) assets,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_INF,NRM_INF_C,,,,,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_INF,NRM_INF_N,they have the right to participate in every development as long have they have the time,right to participate as long as they have the time,quote,E.15.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_INF,NRM_INF_O,"yes, for example they are in charge of milking the improved cow variety, so they are involved",they are involved,quote,E.15.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_INF,NRM_INF_O,"[Do women participated on trainings?]
P5: Yes they do. For example they have participated on the training about fattening. Among the 50 participants 15 of them were women.",[women] they have participated on the training,quote,E.20.,,answer to seemingly additional question,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_INF,NRM_INF_O,"[What about on poultry training?]
P6: yes, there were 12 women among the 30 participants on the training. The rest were men. ",women on the training,quote,E.20.,,answer to seemingly additional question,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,people would say to her that she let her husband be child keeper,let her husband be child keeper,quote,E.28.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,it depends on the understanding of the people. If the people living around have negative attitude on men and women’s equality they would say that he is the wife,he is the wife,quote,E.28.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,people would say that she is not a good wife,not a good wife,quote,E.28.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,people would say that she is seeing somebody else,seeing somebody else,quote,E.28.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,they will call him women,call him women,quote,E.29.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,they will ask him “how long are you going to stay at home?,stay at home,quote,E.29.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,they would call him “the man who stays in the kitchen,man who stays in the kitchen,quote,E.29.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_C,they say he thinks like a woman does,he thinks like a woman does,quote,E.29.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_N,"[starts with a proverb about it.]  “Wend wede majet set wede chilot” [which roughly mean “man to the kitchen women to the court”; to show that this was once impossible] however, these days this is something that is not surprising because women are also working outside while men are in the house. Previously, even if he comes home before she gets back home from wherever she goes, that was a big offense. Currently, many men do not mind they go and even prepare food",not surprising,quote,E.29.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_STIG,NRM_STIG_O,people like those of our village would say she is hard worker and strong person,she is hard worker and strong person,quote,E.28.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DEC,NRM_DEC_C,,,,,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DEC,NRM_DEC_N,She will discuss about it with her husband first,discuss with her husband,quote,E.24.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DEC,NRM_DEC_N,"They will discuss together and decide on the bases of their livelihood situation. I mean if they are in need of money, they will decide to sale everything. In any case, they will never sale without the consent of the other",discuss together,quote,E.32.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DEC,NRM_DEC_N,They may disagree at first. But smoothly she will convince him,convince him,quote,E.34.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DEC,NRM_DEC_N,she will discuss about it with him first. Then he will allow her to try it in small portion of the land first.,discuss with him,quote,E.34.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_DEC,NRM_DEC_O,she will consult her neighbor or someone from the agriculture extension service,consult her neighbor or agriculture extension service,quote,E.24.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_NO,"I would like to say something to my friends who said it is good. I think it is hard for me. It was easier and simple previously, now things are truly complicated as for every single simple things you have to consult your wife, it is too much and I fell it is slower",complicated,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,if the level of their understanding is the same I say that is equality,level of their understanding is the same,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,if the man does what is traditionally a women’s job and when the woman’s does men job that is equality. ,man does women's job and woman does men's job,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,if the woman assists the man on his farm that is equality,woman assists the man on his farm,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,if they both discuss and solve problems together that is equality,discuss and solve problems together,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,when the right of man and woman is respected I say that is equality,right of man and woman is respected,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,"[So do you think this kind of equality is good?]
[All responded in one] 
Yes we do. When a man and his wife are communicating and discussing over issues, that means they will be successful in their life",succesful in their life,quote,E.31.,,,ENU_1
ET,ET4,GENNOVATE_ET4.xlsx,FG_E_Aspirations of Youth,ET4E_M,male,NRM_EQ,NRM_EQ_YS,"It is easy for her to sell or to purchase in the market, because today equality of man and woman is respected",equality of man and woman is respected,quote,E.40.,,,ENU_1
