country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_WID,But paucity of funds generally kills our dreams,paucity of funds,Quote,E.10,,This is a direct statement of aspiration being blocked by money.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_WID,Sometimes the cultural societal norms also kills our dreams,norms kill dreams,Quote,E.10,,This shows social norms are also a strong cause of aspiration-attainment gaps.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_UNSP,But we hope to study well and settle down well,study well settle well,Quote,E.10,,A broad educational and life aspiration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_COL,I want to be a teacher,teacher,Quote,E.10,,Direct occupational aspiration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_WID,Many boys have migrated for better work options,migrated better work,Quote,E.11,,This indicates lack of local options and a gap between work aspirations and local reality.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_TRAD,Some also do agricultural activities,agricultural activities,Quote,E.11,,Traditional agriculture remains a common livelihood path.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_UNSP,We should have patience and look for a job,patience and job,Quote,E.12,,Clear aspiration for employment after studies.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_COL,We should try to get a decent job,decent job,Quote,E.12,,Direct aspiration for formal respectable work.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_UNSP,We should watch television and learn,television and learn,Quote,E.12,,This points to learning and self-improvement after study.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_C,We should learn cooking,learn cooking,Quote,E.12,,This reflects a gendered domestic expectation for girls.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,ASP,ASP_UNSP,We should not sit idle,not sit idle,Quote,E.12,,Broad aspiration toward productive activity rather than inactivity.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_C,Women don’t use machines,women don’t use machines,Quote,E.13,,This clearly indicates women’s exclusion from technological knowledge and use.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MEN,NRM_MEN_C,Women don’t use machines because they think they are incapable of doing so,women incapable,Quote,E.14,,This directly confirms the norm that men are more capable in mechanized farming.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MEN,NRM_MEN_C,Men prefer machines because it saves them time and physical stress,men prefer machines,Quote,E.14,,This reinforces the association of machinery with men’s work and capability.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_O,"Yes, both young men and women have equal opportunities to learn",equal opportunities learn,Quote,E.15,,This directly opposes the idea that women lack opportunities to learn.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_N,Women have the opportunities but they don’t want to make an effort to learn,opportunities but don’t learn,Quote,E.15,,"This nuances the norm: opportunities exist, but actual uptake is seen as lower.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_C,I don’t agree. I want to learn to use the machines that boys do but my father doesn’t permit,father doesn’t permit,Quote,E.15,,This is a very strong statement that women’s access to knowledge is actively restricted by family authority.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MOB,NRM_MOB_C,Men move around a lot and they go to XX and other places and they learn. Even boys go. Our movement is restricted between home and school and so we are constrained,movement restricted,Quote,E.15,,This directly confirms women’s mobility restriction and links it to lower information access.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_WID,This is a very small village and there are hardly any opportunities for growth here,hardly any opportunities,Quote,E.15,,This indicates strong structural limits on future aspirations.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_O,Science has developed a lot today and there is a machine for everything,machine for everything,Quote,E.17,,Positive view of technological change and information spread.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MEN,NRM_MEN_C,Since machine is making the lives of men easier therefore they also like using them,machines make men easier,Quote,E.17,,This reinforces men’s association with machine use.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_C,We don’t have any machine in our village. The men get them on rent from XX,men get on rent,Quote,E.17,,Shows technology access exists but is controlled and used by men.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MEN,NRM_MEN_C,Women are scared to use machines,women scared machines,Quote,E.17,,Confirms women are perceived as less suited to machine use.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_WID,Farming does not pay well. So men use machines and spend the time they save by working elsewhere and earning additional income,farming does not pay,Quote,E.17,,This reflects limited profitability in agriculture and need for additional income.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MEN,NRM_MEN_C,Yes. Men use machines like tractor to get their plot ready for sowing which women do,men use tractor,Quote,E.18,,Confirms men are associated with machine-based field preparation.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_C,Men prefer to do those activities which can be performed by machines while women still like to do it manually,men machine women manual,Quote,E.18,,This clearly confirms a gendered division of labor.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_C,But most women are rolling bidis here and harvesting in the harvesting season,women bidis harvesting,Quote,E.18,,This indicates women’s typical roles are bidi work and harvest labor.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_C,They may not find it easy since though they also move around a lot but they are not involved in selling and so may not be aware of market prices and bargaining etc,not aware bargaining,Quote,E.19,,This directly states lack of market knowledge as a barrier for women.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_WID,They will face transport problems,transport problems,Quote,E.19,,Practical transport barriers restrict independent production/marketing.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MOB,NRM_MOB_C,If they want to sell in XX then they may not find it easy because of transport problems,sell in XX hard,Quote,E.19,,This is a mobility-related marketing constraint.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_C,Girls will find selling a major handicap since they are not exposed and informed,not exposed informed,Quote,E.20,,This directly confirms girls’ lower information access around selling.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MOB,NRM_MOB_C,We hardly go anywhere,hardly go anywhere,Quote,E.20,,Strong evidence of restricted mobility.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,GAP,GAP_SML,We will also face the same problems as the boys,same problems boys,Quote,E.20,,"This suggests girls may face general market difficulties too, but the statement is less specific, so I used a lower-confidence smaller-gap interpretation.",ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,No one actually decides who will do what work on our plot,no one decides work,Quote,E.21,,This opposes a rigid division of labor by saying work is not allocated in a strict gendered way.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,The whole family works together and people do what they are comfortable in doing,whole family works together,Quote,E.21,,Strong indication of flexible and shared labor.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,Usually family members do whatever they prefer to do and no one fights on this issue,prefer to do,Quote,E.21,,This also opposes a strict fixed division of roles.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,There is no division of work,no division of work,Quote,E.21,,Direct opposition to a gendered labor division.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,Men and women don’t have separate plots,don’t have separate plots,Quote,E.22,,Opposes a gendered split in plot ownership/use.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_N,Women help their husbands on their plot,women help husbands,Quote,E.22,,"This still reflects some gender asymmetry, so I coded it as nuanced.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_N,Most work is done by men and some by women,most work men,Quote,E.22,,This suggests labor is shared but still weighted toward men.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,Families work together on the family plot,families work together,Quote,E.23,,Shared family labor rather than gender-specific plots.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_O,In joint families all members work together,all members work together,Quote,E.23,,Strong indication of collective rather than divided labor.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DEC,NRM_DEC_C,"Yes, she will have to ask her husband",ask husband,Quote,E.24,,Direct confirmation that women need husband’s approval to plant a new crop.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DEC,NRM_DEC_C,Here women generally have to consult their husband on everything,consult husband on everything,Quote,E.24,,Very strong evidence of restricted decision-making power.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DEC,NRM_DEC_C,She will also have to ask other elder family members like her in laws,ask in-laws,Quote,E.24,,Decision-making is constrained by wider family hierarchy too.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_O,Man will his friends and his father,men ask friends father,Quote,E.24,,Men have broader advisory networks.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DEC,NRM_DEC_C,He doesn’t need to ask his wife,doesn’t ask wife,Quote,E.24,,Directly confirms asymmetry in consultation and power.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DEC,NRM_DEC_N,He may consult her but it is not important,consult her not important,Quote,E.24,,"Wives’ views are not central, so this nuances but still reflects lower female influence.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MOB,NRM_MOB_C,He will not let her join,not let her join,Quote,E.25,,Direct restriction on women joining a local group.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_C,Most women here work from home and he will want her to stay at home and work,stay at home work,Quote,E.25,,Confirms gendered expectation that women belong in home-based work.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_STIG,NRM_STIG_C,"No, he will not like the idea of her associating with any organization",associating with organization,Quote,E.25,,This suggests social suspicion around women joining outside groups.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MOB,NRM_MOB_C,He will not let her go for fear that she may end up making losses,not let her go,Quote,E.26,,Restricts women’s movement to market and enterprise activity.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_INF,NRM_INF_C,He will not trust her to get money for her produce and therefore he will sell himself,not trust her money,Quote,E.26,,This frames women as less capable in selling and handling market transactions.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_MEN,NRM_MEN_C,Men always think they are more capable,men more capable,Quote,E.26,,This is a broad statement of male superiority that fits the men-as-more-capable norm.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_N,Depends upon how her business is doing. If she is doing well then he will let her concentrate on her work,let her work,Quote,E.27,,"This suggests some accommodation of women’s own economic activity, so nuanced division of labor.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_DIV,NRM_DIV_N,"Yes, he will not insist on her help with his work",not insist help,Quote,E.27,,Indicates some shift away from automatic expectation of women’s labor on husband’s work.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_STIG,NRM_STIG_C,People will not talk well of her,not talk well,Quote,E.28,,Direct evidence of negative social reputation for market-active women.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_STIG,NRM_STIG_C,They will say she is hobnobbing with men and enjoying,hobnobbing with men,Quote,E.28,,This is a clear sexualized stigma against women who move around in public markets.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,But she is working for her family and hence no one should have any problem,working for family,Quote,E.28,,This is a defense of women’s public work and supports gender role flexibility.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,"Yes, she is doing it to support her family and so people should respect her for that",should respect her,Quote,E.28,,This positively values a woman’s economic contribution.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_STIG,NRM_STIG_C,Mark will have a tough time and will have to face the wrath of the community,wrath of community,Quote,E.29,,Strong evidence of stigma against men doing housework/support roles.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_STIG,NRM_STIG_C,People will question him and the elders in his family will try to reason with him,elders reason with him,Quote,E.29,,Community and elders enforce conventional masculinity.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_STIG,NRM_STIG_C,His friends will stop talking to him,friends stop talking,Quote,E.29,,Shows social exclusion for men who violate gender norms.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,Mark will be happy at his wife’s success,happy at wife’s success,Quote,E.30,,Positive reaction to wife’s enterprise success supports gender equality.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,He will be happy he let her work,happy he let her work,Quote,E.30,,"This supports women’s working role, though still framed through male permission.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,He will support her and encourage her to do better,support encourage,Quote,E.30,,Clear supportive response to female economic success.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,Gender equality is a great concept,great concept,Quote,E.31,,Directly favorable perception of gender equality.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,Men and women should be treated equally,treated equally,Quote,E.31,,Direct statement of equality.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,We watch on television how women are also working in big companies and drive around in cars,women in big companies,Quote,E.31,,This shows awareness and approval of women in modern public roles.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,Earlier girls were not allowed to work whereas today we have female teachers at our school,female teachers,Quote,E.31,,This reflects positive change in women’s opportunities.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,In our civics subject we are taught that we all have equal rights and opportunities,equal rights opportunities,Quote,E.31,,Direct support for gender equality.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,"We should also have the freedom to study, to play, to eat and live as we want",freedom to live,Quote,E.31,,Strong equality claim about everyday freedoms.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_F,female,NRM_EQ,NRM_EQ_YS,Given a chance we can also prove that we are as good as the boys in every respect,as good as boys,Quote,E.31,,Direct challenge to male superiority and strong support for equality.,ENU_3,0.95
