indicator_id,classification_id,context_id,provenance,text_fragment,classification_id_rev
GAP,GAP_WID,E_F_E.11,PK2E_F,R.5.: Work in the crop land.,
GAP,GAP_WID,E_F_E.11,PK2E_F,R.3: Take care of cattle,
GAP,GAP_WID,E_M_E.11,BD3E_M,Most men entered to agricultural work,
GAP,GAP_WID,E_M_E.11,BD3E_M,Girls are never stopped their education with their own will rather parents take this decision. And they become a bride after that. Most parents here start thinking for marriage when their daughter promoted to grades eight.,
GAP,GAP_WID,E_M_E.11,BD6E_M,Some also sell their labor during peak season,
GAP,GAP_WID,E_M_E.11,ET1E_M,many of them engaged in agriculture,
GAP,GAP_WID,E_M_E.11,ET1E_M,engaged in farming,
GAP,GAP_WID,E_M_E.11,ET2E_M,many stop after grade 10 and return home,
GAP,GAP_WID,E_M_E.11,ET2E_M,some sit around doing nothing,
GAP,GAP_WID,E_M_E.11,ET2E_M,half of youth sit idly and get addicted,
GAP,GAP_WID,E_M_E.11,ET2E_M,jobs available only in towns and not easy to get,
GAP,GAP_WID,E_M_E.11,ET4E_M,Most of them went to farming after they finish school,
GAP,GAP_WID,E_M_E.11,ET4E_M,Most boys who couldnt find job after finishing school usually have low morale and they could not easily go back to farming because they have been in school for many years that they have lost their knowledge. So they usually tend to sit and wonder,
GAP,GAP_WID,E_M_E.11,IN1E_M,They start looking for jobs,
GAP,GAP_WID,E_M_E.11,IN3E_M,Most boys do some business or private job or else farming.,
GAP,GAP_WID,E_M_E.11,IN9E_M,Some are still job hunting; some are wasting their time,
GAP,GAP_WID,E_M_E.11,IN9E_M,Many are job hunting,
GAP,GAP_WID,E_M_E.11,IN9E_M,Some boys are doing agricultural work,
GAP,GAP_WID,E_M_E.11,NP1E_M,before finishing study they make plan to go abroad,
GAP,GAP_WID,E_M_E.11,PK2E_M,"R2. After completion of education, mostly people engage themselves in farming, while others involve in daily wages",
GAP,GAP_WID,E_M_E.11,PK2E_M,R5. Mostly girls get married and lives as house-wives.,
GAP,GAP_WID,E_M_E.11,PK2E_M,"R1. Most of the men, after completion of education, work with their fathers in the farming fields.",
GAP,GAP_WID,E_M_E.11,PK7E_M,most of them spend their time in idleness,
GAP,GAP_WID,E_M_E.11,PK7E_M,they do domestic work without income.,
GAP,GAP_WID,E_M_E.11,PK7E_M,they do not do any work even after getting a little education. They remain idle and often do domestic chores.,
GAP,GAP_WID,E_F_E.42,BD6E_F,"there is not any girl in our village, literate enough to get a good job. So no one goes to cities to work",
GAP,GAP_WID,E_F_E.42,IN4E_F,No girl has migrated ever from our village,
GAP,GAP_WID,E_F_E.42,IN7E_F,we discontinue our studies since we are not allowed to go the city,
GAP,GAP_WID,E_F_E.51,BD6E_F,For young men and women in this area we want such an environment where no girl will be married off at too early age.,
GAP,GAP_WID,E_F_E.51,ET4E_F,the local administration sometime organizes  and trains  youths every time in the area but we didnt get any employment or job opportunity,
GAP,GAP_WID,E_F_E.51,ET4E_F,"I have been one of the leaders of youth association on that time but I will not have the courage any longer to participate because we have been organized many times and nothing changed.  And therefore, I would like to see some serious steps for skills training and job creation for the youth",
GAP,GAP_WID,E_F_E.51,IN4E_F,How can anyone go to college when there is no college here?,
GAP,GAP_WID,E_F_E.51,UZ3E_F,To help young boys to find here new jobs and dont go for working abroad,
GAP,GAP_WID,E_M_E.43,ET1E_M,they have little opportunity to engage into anything meaningful. Their father is a farmer and they will end up being a farmer.,
GAP,GAP_WID,E_M_E.43,IN4E_M,There are no job prospects here and such a person will either do farm activities or engage in bidi making,
GAP,GAP_WID,E_F_E.3,ET2E_F,I finished 10th grade and forced to drop out of school because I married early (17 years) and get pregnant.,
GAP,GAP_WID,E_F_E.3,ET2E_F,I really regret it.,
GAP,GAP_WID,E_F_E.3,IN4E_F,If we dont study then we will also spend our lives cooking and cleaning and brooding,
GAP,GAP_WID,E_F_E.4,ET2E_F,most of the girls dropped out of school early.,
GAP,GAP_WID,E_F_E.4,IN7E_F,Boys study till class 12th and girls till class 10th,
GAP,GAP_WID,E_F_E.5,ET2E_F,girls dropped out from school because of marriage.,
GAP,GAP_WID,E_F_E.5,ET2E_F,girls eloping from school without their parents permission.,
GAP,GAP_WID,E_F_E.5,IN4E_F,If we leave our studies mid-way then we will end up doing farming and rolling bidis,
GAP,GAP_WID,E_F_E.5,IN7E_F,we have to discontinue our studies since there is no college,
GAP,GAP_WID,E_F_E.5,IN7E_F,travelling to the nearest college is difficult due to lack of transport,
GAP,GAP_WID,E_F_E.5,NP1E_F,most of the boys end education after +12 (high school) and girls study till Bachelor level,
GAP,GAP_WID,E_F_E.6,ET2E_F,parents are freaked out and decided their girl children not to go to school.,
GAP,GAP_WID,E_F_E.8,ET2E_F,House hold workload,
GAP,GAP_WID,E_F_E.8,IN4E_F,When we fail our exams,
GAP,GAP_WID,E_F_E.8,IN4E_F,Due to poverty,
GAP,GAP_WID,E_F_E.8,IN4E_F,Some boys quit studies and migrate for work,
GAP,GAP_WID,E_F_E.8,IN4E_F,Sometimes some parents ask their children to quit studies and help in earning a livelihood,
GAP,GAP_WID,E_F_E.8,IN4E_F,Sometimes girls get married and are forced to drop their studies,
GAP,GAP_WID,E_F_E.8,IN4E_F,Due to early marriage,
GAP,GAP_WID,E_F_E.8,IN7E_F,Due to poverty,
GAP,GAP_WID,E_F_E.8,IN7E_F,Due to safety concerns for girls,
GAP,GAP_WID,E_F_E.8,IN7E_F,Because parents need extra hands at farm,
GAP,GAP_WID,E_F_E.8,IN7E_F,Because of other problems at home including need to take care of younger siblings,
GAP,GAP_WID,E_F_E.8,NP1E_F,due to poor economic condition of the family,
GAP,GAP_WID,E_F_E.8,NP1E_F,get marry at young age,
GAP,GAP_WID,E_F_E.8,NP1E_F,lack of awareness among parents,
GAP,GAP_WID,E_F_E.8,NP1E_F,inability to study and detain in the class,
GAP,GAP_WID,E_F_E.8,NP1E_F,due to work load at home,
GAP,GAP_WID,E_F_E.8,NP1E_F,parents not educated and marry off at young age,
GAP,GAP_WID,E_F_E.8,NP2E_F,early marriage is one of the reasons why young girls in this village end their education,
GAP,GAP_WID,E_F_E.8,NP2E_F,"because of household works, girls quit schooling",
GAP,GAP_WID,E_F_E.8,UZ3E_F,Financial issues,
GAP,GAP_WID,E_F_E.8,UZ3E_F,Early Marriage,
GAP,GAP_WID,E_F_E.8,UZ3E_F,Early engagement in market business,
GAP,GAP_WID,E_F_E.9,ET2E_F,I met my husband I thought it is better and eloped with him.,
GAP,GAP_WID,E_F_E.9,ET2E_F,now I see my mistake and try to get out of my marriage.,
GAP,GAP_WID,E_F_E.9,ET2E_F,Girls face lots of problem because of workload.,
GAP,GAP_WID,E_F_E.9,ET2E_F,eloping and getting pregnant but not married.,
GAP,GAP_WID,E_F_E.9,IN1E_F,I was also asked to drop out; I rarely go out of my house and that too only to get vegetables from my field,
GAP,GAP_WID,E_F_E.9,IN1E_F,It has been three years since I left studies; my parents made me discontinue because we did not have the money and also because they thought it was unsafe for me to go out alone to school,
GAP,GAP_WID,E_F_E.9,IN4E_F,Therefore some parents feel hesitant about sending us to school,
GAP,GAP_WID,E_F_E.9,IN4E_F,Early marriage: sometimes when girls get married early then they are forced to quit,
GAP,GAP_WID,E_F_E.9,NP1E_F,poor economic condition of the family and marriage at young age are the important reasons among girls to end education,
GAP,GAP_WID,E_F_E.48,ET2E_F,this age is not a good age to have baby the mother is not yet settled and her body is not still matured.,
GAP,GAP_WID,E_F_E.48,ET2E_F,If a girl marry at young age she forced to stop her education.,
GAP,GAP_WID,E_M_E.3,ET2E_M,did not go far in education,
GAP,GAP_WID,E_M_E.4,ET2E_M,boys study only to grade 8,
GAP,GAP_WID,E_M_E.4,ET2E_M,few reach grade 10,
GAP,GAP_WID,E_M_E.4,ET2E_M,economic difficulties stop schooling,
GAP,GAP_WID,E_M_E.4,ET2E_M,no secondary school nearby,
GAP,GAP_WID,E_M_E.4,ET2E_M,must go far and stay there,
GAP,GAP_WID,E_M_E.4,ET2E_M,rent and food needed,
GAP,GAP_WID,E_M_E.4,ET2E_M,"girls marry younger, stop school",
GAP,GAP_WID,E_M_E.4,IN4E_M,Boys complete their 12th while girls study up to class 10,
GAP,GAP_WID,E_M_E.9,ET2E_M,top reason is family economic problem,
GAP,GAP_WID,E_M_E.9,ET2E_M,peer pressure from dropouts,
GAP,GAP_WID,E_M_E.9,IN4E_M,Poor economic condition,
GAP,GAP_WID,E_M_E.9,IN4E_M,Lack of higher secondary school and college in the village,
GAP,GAP_WID,E_M_E.9,IN7E_M,Monetary problems,
GAP,GAP_WID,E_M_E.9,IN7E_M,students quit and start working to support their families,
GAP,GAP_WID,E_M_E.9,IN7E_M,College is located too far away,
GAP,GAP_WID,E_M_E.9,UZ3E_M,Family problems and financial hardships,
GAP,GAP_WID,E_M_E.10,ET2E_M,forced to stop because of illness,
GAP,GAP_WID,E_M_E.10,ET2E_M,fell in love and stopped school,
GAP,GAP_WID,E_M_E.10,ET2E_M,"married, had children, forgot education",
GAP,GAP_WID,E_M_E.10,ET2E_M,did not get result for college,
GAP,GAP_WID,E_M_E.10,ET2E_M,joined military then returned to farming,
GAP,GAP_WID,E_M_E.10,ET2E_M,dream shattered by low points,
GAP,GAP_WID,E_M_E.10,ET2E_M,now married and still farmer,
GAP,GAP_WID,E_M_E.10,IN4E_M,failed since I did not have a B.Ed.,
GAP,GAP_WID,E_M_E.10,IN4E_M,ended up working in agriculture,
GAP,GAP_WID,E_M_E.10,IN4E_M,instead is rolling bidis today,
GAP,GAP_WID,E_M_E.10,IN4E_M,It is difficult to fulfill our career dream unless we get a good college in our village,
GAP,GAP_WID,E_M_E.10,IN7E_M,did not have 1 lac to do my Bachelors in Education course,
GAP,GAP_WID,E_M_E.10,IN7E_M,did not have 12 lacs to do pilot training,
GAP,GAP_WID,E_M_E.10,IN7E_M,there is so much corruption in hiring for these jobs,
GAP,GAP_WID,E_M_E.10,IN9E_M,I wanted to join the police force but that did not happen,
GAP,GAP_WID,E_M_E.12,ET2E_M,better than dependence on family,
GAP,GAP_WID,E_M_E.12,ET2E_M,creating jobs needs money and initiative,
GAP,GAP_WID,E_M_E.12,IN1E_M,Once girls complete their class 12th their parents looking for a suitable groom for them and then they either sit at home or study from home or enroll in distance education till they get married,
GAP,GAP_WID,E_M_E.12,IN3E_M,We should not do farming since there is no money in it; everything is becoming expensive but grains,
GAP,GAP_WID,E_M_E.12,IN3E_M,agriculture is not at all a lucrative option,
GAP,GAP_WID,E_M_E.12,IN4E_M,There is no decent employment in our village and we need to migrate,
GAP,GAP_WID,E_M_E.12,IN7E_M,We have studied and done well and yet have not been able to get a good job yet,
GAP,GAP_WID,E_M_E.12,IN7E_M,We study thinking we can get a government or private job but good jobs dont come easily,
GAP,GAP_WID,E_M_E.42,ET2E_M,transport and expenses are obstacle,
GAP,GAP_WID,E_M_E.42,ET2E_M,"need ID, clearance, language, and family support",
GAP,GAP_WID,E_M_E.42,IN4E_M,Many young men have migrated from our village in search of better job opportunities,
GAP,GAP_WID,E_M_E.42,IN4E_M,It is never easy in a new place for anyone and people go from here with limited money to tide over the interim period and hence it is important to get a job fast,
GAP,GAP_WID,E_M_E.42,IN4E_M,If the money runs out before they can find a job then they may have to return unless there is a relative to provide free boarding,
GAP,GAP_WID,E_M_E.42,IN7E_M,if they dont find a job before their money runs out then they will have to return to the village,
GAP,GAP_WID,E_M_E.42,IN7E_M,It may be difficult to find an accommodation,
GAP,GAP_WID,E_M_E.48,ET2E_M,girls are tiny and not ready to give birth,
GAP,GAP_WID,E_M_E.51,ET2E_M,youth quit at grade 8 without local school,
GAP,GAP_WID,E_M_E.51,IN7E_M,We should not have to pay a bribe to get a government job,
GAP,GAP_WID,E_M_E.43.a,ET4E_M,P1: they may back to farming as their families do.,
GAP,GAP_WID,E_F_E.43,IN1E_F,There is no work for women here,
GAP,GAP_WID,E_F_E.43,IN1E_F,Men do farming but what can women do?,
GAP,GAP_WID,E_M_E.8,IN3E_M,early marriage is the main reason why young girls in this village end their education,
GAP,GAP_WID,E_M_E.8,IN4E_M,There is no higher secondary school in our village,
GAP,GAP_WID,E_M_E.8,IN4E_M,There is no college here,
GAP,GAP_WID,E_M_E.8,IN4E_M,Poor roads,
GAP,GAP_WID,E_M_E.8,IN4E_M,Poor financial condition,
GAP,GAP_WID,E_M_E.8,IN4E_M,Need to earn and help the family,
GAP,GAP_WID,E_M_E.8,IN4E_M,Early marriage,
GAP,GAP_WID,E_M_E.8,NP1E_M,early marriage,
GAP,GAP_WID,E_M_E.8,NP1E_M,if he didnt get job then he plan for abroad,
GAP,GAP_WID,E_M_E.8,NP2E_M,early marriage is one of the reasons why young girls in this village end their education,
GAP,GAP_WID,E_M_E.8,UZ3E_M,Bad health,
GAP,GAP_WID,E_F_E.15,IN4E_F,This is a very small village and there are hardly any opportunities for growth here,
GAP,GAP_WID,E_F_E.17,IN4E_F,Farming does not pay well. So men use machines and spend the time they save by working elsewhere and earning additional income,
GAP,GAP_WID,E_F_E.19,IN4E_F,They will face transport problems,
GAP,GAP_WID,E_M_E.5,IN4E_M,Unless we are graduates we will not be able to do any work besides agriculture,
GAP,GAP_WID,E_M_E.6,IN4E_M,They are forced by their economic condition to make this choice,
GAP,GAP_WID,E_M_E.34,IN7E_M,Poor ones do not have enough land to take such risks,
GAP,GAP_WID,E_F_E.12,IN9E_F,One should make use of education; what is the point in doing agriculture after doing masters?,
GAP,GAP_WID,E_M_E.2,NP2E_M,once they get married maybe they do not have chance to do further studies,
GAP,GAP_WID,E_M_E.2,NP2E_M,mostly after marriage they do not study,
GAP,GAP_SML,E_F_E.12,BD3E_F,"Most girls from my village is only eight passed, and there?s not much opportunities in the village for people who just passed class eight so girls can?t do much here. That?s why they have to go to XX and do garments work in factories",
GAP,GAP_SML,E_F_E.11,BD3E_F,"there are few girls who when they leave studies they help out their parents at home with house chores. They also do different kinds of work like sewing toupees, embroidery and sewing Shahree . They open up shops at home and work from sewing machine doing different kinds of sewing works. Few girls also do farming work",
GAP,GAP_SML,E_F_E.11,ET1E_F,engage in crop trading but in small quantity,
GAP,GAP_SML,E_F_E.11,ET1E_F,go around in the village and braid hair,
GAP,GAP_SML,E_F_E.11,ET1E_F,involve in some handcrafts which are occasionally sold in town.,
GAP,GAP_SML,E_F_E.11,ET4E_F,"and girls support their mothers at the house and making local drinks (Arekie) and other commercial activities such as participate on processing crops. For instance, I help my mother at women self help group on processing pea for consumption",
GAP,GAP_SML,E_F_E.11,IN1E_F,Lot of girls stitch clothes and do some handicrafts,
GAP,GAP_SML,E_F_E.11,IN1E_F,Some girls also work as farm labor to eke out a living,
GAP,GAP_SML,E_F_E.11,IN1E_F,Boys also work as drivers,
GAP,GAP_SML,E_F_E.11,IN1E_F,Boys do all kinds of labor work,
GAP,GAP_SML,E_F_E.11,IN9E_F,Some girls work at the factory,
GAP,GAP_SML,E_F_E.11,IN9E_F,Most young men work at the factory or in agriculture,
GAP,GAP_SML,E_F_E.11,IN9E_F,Some men have joined the army,
GAP,GAP_SML,E_F_E.11,NP2E_F,"do skilled trainings like beauty parlour, boutiques and tailoring",
GAP,GAP_SML,E_F_E.11,NP2E_F,set up retail shops,
GAP,GAP_SML,E_F_E.11,PK2E_F,R.5: Stitching and designing works at home,
GAP,GAP_SML,E_M_E.11,BD3E_M,Some also sell their labor during pick season when they are no longer a student,
GAP,GAP_SML,E_M_E.11,BD3E_M,"Again, when there is no local agricultural work available some youths go elsewhere e.g. at road construction sites",
GAP,GAP_SML,E_M_E.11,BD3E_M,ome also migrated to XX where they join in factory work (garment and textile).,
GAP,GAP_SML,E_M_E.11,BD3E_M,Thirty to forty percent men migrated to XX  and other large cities for work.,
GAP,GAP_SML,E_M_E.11,BD3E_M,Some men also go to distant city where they pull rickshaw/van with their fellow men.,
GAP,GAP_SML,E_M_E.11,BD6E_M,Most youths entered to agricultural work and other petty trades when they are no longer students.,GAP_WID
GAP,GAP_SML,E_M_E.11,BD6E_M,Some youths are migrating to XX city and abroad,
GAP,GAP_SML,E_M_E.11,BD6E_M,"Many youths get self employed and drive autos, easy bike and Nochhimon or rickshaw/van nowadays",
GAP,GAP_SML,E_M_E.11,BD6E_M,when there is no local agricultural work available some youths start small shops or start fishing business,
GAP,GAP_SML,E_M_E.11,ET1E_M,others are employed as teachers and there are also others who work in organization in other cities.,
GAP,GAP_SML,E_M_E.11,ET4E_M,others will go to the town and become drivers,
GAP,GAP_SML,E_M_E.11,IN3E_M,Most boys do some business or private job or else farming.,
GAP,GAP_SML,E_M_E.11,IN7E_M,Some boys have migrated to look for better work,
GAP,GAP_SML,E_M_E.11,IN9E_M,Some boys have joined the army,
GAP,GAP_SML,E_M_E.11,PK7E_M,most of the youngsters of my village go to other cities for employment,
GAP,GAP_SML,E_M_E.42,BD3E_M,As much as 40 percent youths migrated to different cities for work. And many of them are already settled and established. Youths are also migrating abroad from our village,
GAP,GAP_SML,E_M_E.42,BD6E_M,some boys and young women are moving to XX city where they entering in garments factories,
GAP,GAP_SML,E_M_E.42,ET1E_M,I know there are youths who went to XX and work there small roads construction as daily labors,
GAP,GAP_SML,E_M_E.42,IN7E_M,Some men from our village have migrated in search of better jobs,
GAP,GAP_SML,E_M_E.42,IN7E_M,It is easy to get a job but not easy to get a good one,
GAP,GAP_SML,E_M_E.42,IN7E_M,It is better to migrate to a place where we know someone who can help us get a job,
GAP,GAP_SML,E_M_E.42,PK2E_M,"R2. Yes, young men migrate to city without any problem in case they find better position which match their qualification. Those young men are enjoying their life after migration",
GAP,GAP_SML,E_F_E.42,BD6E_F,"Some girls, due to extreme poverty, go to XX to work at garments factories.",
GAP,GAP_SML,E_M_E.10,BD6E_M,I wish I could have completed my education and start a professional career. And I am educating myself,
GAP,GAP_SML,E_M_E.10,BD6E_M,I wanted to be a teacher. But I could not continue my schooling because of financial crisis in the family. I got some training in electrical works after stopping my schooling. Now I have a small electrical shop in the local market.,
GAP,GAP_SML,E_M_E.2,ET2E_M,can go anywhere to work,
GAP,GAP_SML,E_M_E.43,ET2E_M,successful returnees accepted with open hands,
GAP,GAP_SML,E_M_E.43,ET2E_M,"if changed positively, return is good",
GAP,GAP_SML,E_F_E.43,ET4E_F,"There is very limited opportunity for those who return back. If they bring back money with them they can open up shops, some even rent land and start farming. Otherwise, there is no opportunity in the area. And it is difficult to depend on the family",
GAP,GAP_SML,E_F_E.20,IN4E_F,We will also face the same problems as the boys,
GAP,GAP_SML,E_M_E.8,IN4E_M,Lack of interest in education,GAP_WID
GAP,GAP_SML,E_M_E.12,IN4E_M,We should move to bigger towns for better job prospects,
GAP,GAP_SML,E_M_E.20,IN4E_M,But we will face problem in selling in the regional market since the village lacks transport facility,
GAP,GAP_SML,E_F_E.4,UZ3E_F,but some dont want to study in the institutes,
GAP,GAP_SML,E_F_E.8,UZ3E_F,Girls dont want to study themselves,
GAP,GAP_SML,E_M_E.5,UZ3E_M,But how things will work we are not sure,
