country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,ASP,ASP_COL,We can also give tuitions to younger children,tuition,Quote,E.12,,Local income aspiration through teaching.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_INF,NRM_INF_C,Women don’t work with machines,machines,Quote,E.13,,Women excluded from mechanized agriculture knowledge.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MEN,NRM_MEN_C,Women cannot drive,cannot drive,Quote,E.14,,Reinforces norm men are better suited for machinery/farming.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_STIG,NRM_STIG_C,People will laugh at them,laugh,Quote,E.14,,Social stigma if women use machines.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_INF,NRM_INF_N,Young women do have the same opportunities but many don’t want to learn,don’t want to learn,Quote,E.15,,Suggests opportunity exists but uptake differs.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_INF,NRM_INF_C,Young men have more exposure,exposure,Quote,E.15,,Men have more exposure to information.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DIV,NRM_DIV_N,both do same agricultural activities except land preparation,land prep men,Quote,E.18,,Division exists mainly for heavy work.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,young women are not allowed to go even to the local market,not allowed market,Quote,E.20,,Strong mobility restriction.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_C,She will consult her husband,consult husband,Quote,E.24,,Women must consult husband for farming decisions.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_C,She will also consult her father,consult father,Quote,E.24,,Women consult male authority figures.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_STIG,NRM_STIG_C,He will not let her join any such group,not let join,Quote,E.25,,Women restricted from groups due to gender norms.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_STIG,NRM_STIG_C,He will fear that she may become corrupt,corrupt character,Quote,E.25,,Moral stigma used to restrict women’s mobility.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,He will not let her sell vegetables,not sell,Quote,E.26,,Women restricted from selling in market.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_STIG,NRM_STIG_C,Mark will a laughing stock,laughing stock,Quote,E.29,,Men doing women’s roles face stigma.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_STIG,NRM_STIG_C,People will say he is a woman,insult,Quote,E.29,,Social stigma for gender norm violation.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_EQ,NRM_EQ_YS,Today girls can be found in every profession,girls professions,Quote,E.31,,Perception of improving equality.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_EQ,NRM_EQ_YS,Gender equality is important for the society,equality important,Quote,E.31,,Supports gender equality.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_N,Women take this decision,women decide garden,Quote,E.32,,Women decide home garden consumption decisions.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DIV,NRM_DIV_C,David is more likely to sell the vegetables because it is a man’s job,man’s job,Quote,E.33,,Confirms gender division in selling.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_C,It be difficult for her to go against her husband’s wishes,cannot go against,Quote,E.36,,Women cannot make independent financial decisions.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_STIG,NRM_STIG_C,She may be scared that he would dump her,dump her,Quote,E.36,,Threat of abandonment used as control.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_C,Men do whatever they want to do,men decide,Quote,E.37,,Confirms male authority.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,Girls don’t go to the market,girls don’t go,Quote,E.38,,Mobility restriction.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_N,Married women have the license to roam around alone,married mobility,Quote,E.39,,Mobility increases after marriage ? nuanced.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,It depends upon her husband whether he allows her or not,husband allows,Quote,E.39,,Mobility controlled by husband.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,It will be tough since that is also a male dominated place,male market,Quote,E.40,,Market dominated by men restricts women.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_N,Women can move around freely but only during daytime,daytime only,Quote,E.41,,Mobility conditional ? nuanced.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,"No, girls cannot go outside the village",cannot migrate,Quote,E.42,,Migration restriction.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,GAP,GAP_WID,we discontinue our studies since we are not allowed to go the city,cannot go city,Quote,E.42,,Mobility restriction causes aspiration gap.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_EQ,NRM_EQ_NO,Girls get married at 18-19 and boys at 24-25,early marriage girls,Quote,E.44,,Unequal marriage age shows inequality.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_C,we have no say in our marriage,no say marriage,Quote,E.45,,Confirms lack of agency in marriage decisions.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,ASP,ASP_COL,I want a man with a government job,husband govt job,Quote,E.46,,Marriage aspiration linked to economic security.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_N,Boys and girls should meet and decide whether they want to marry,choose marriage,Quote,E.46,,Supports joint decision-making.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_EQ,NRM_EQ_YS,No they are too young to have babies at this age,too young,Quote,E.48,,Supports delayed childbirth.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_EQ,NRM_EQ_YS,Women should have their first child at 23-24,23-24 child,Quote,E.49,,Supports later childbirth age.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_C,she cannot decide when to have her first child,cannot decide child,Quote,E.50,,Women lack reproductive decision-making power.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_DEC,NRM_DEC_N,husband and wife should together take such decisions,decide together,Quote,E.50,,Suggests joint decision-making ideal.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,ASP,ASP_UNSP,We should both be allowed to grow like city youth do,city youth,Quote,E.51,,Aspirations for more freedom and opportunities.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,we wish we also had such an environment,freedom,Quote,E.51,,Indicates lack of freedom compared to city girls.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,ASP,ASP_COL,We should have enabling education infrastructure,education infrastructure,Quote,E.51,,Aspirations for education infrastructure.,ENU_3,0.95
IN,IN7,GENNOVATE_IN7.xlsx,FG_E_Aspirations of Youth,IN7E_F,female,NRM_MOB,NRM_MOB_C,police patrolling so that women don’t feel unsafe,safety,Quote,E.51,,Safety concerns restrict mobility/work.,ENU_3,0.95
