country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence_interval
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,ASP,ASP_MOD,do something new in the field of agriculture.,something new in the field of agriculture,quote,E.12,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,the females should do domestic chores. They should be given maximum time at home.,the females should do domestic chores.,quote,E.14,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_C,"No! it is the man who has access to the fertilizer, seeds, use of tractor and information. A female cannot do this.",it is the man who has access ,quote,E.15,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_C,than a woman who is limited to the home. She has no more information.,She has no more information.,quote,E.15,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,females do easy job such as weeding or sowing seeds with hands. ,weeding or sowing seeds,quote,E.18,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,Most often males go to market. But a female cannot do this,a female cannot,quote,E.19,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,Our society does not permit female to go to market.,,quote,E.19,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,female can sell them according to her own choice,,quote,E.20,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_C, but she cannot assess the trend to make herself able to sell her agricultural product or animal. men keep on visiting the market and becomes aware of the rates of the things,,quote,E.20,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_N,"The decision is made by a father and  son, by two brothers or a husband and wife.","by a father and  son, by two brothers or a husband and wife",quote,E.21,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,this all will be done by the men. ,,quote,E.22,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_N,"whenever men cultivate any crop ,they consult their wives. ",they consult their wives. ,quote,E.22,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,In our village male is more authoritative because all the decisions are made by him because he has to do the work in the fields.,all the decisions are made by him,quote,E.22,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,she has to work on her husband’s plots. Husband sets her on work accord with his own choice.,Husband sets her on work accord with his own choice.,quote,E.22,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_AST_C,the husband owns the plots but wife works on them,the husband owns the plots ,quote,E.22,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,the husband owns the plots but wife works on them and collects chili from the plots,,quote,E.22,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,husbands bring that to market,husbands bring that to market,quote,E.22,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_N,"If she does not have a husband or she is widow, she has the authority to give his plots to anybody whom she considers eligible. It is her own choice.",If she does not have a husband or she is widow,quote,E.23,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_N,"if that woman has the responsibility of nourishing and nurturing her children, then there is no need to consult anybody. But she can consult her family members.","if that woman has the responsibility of nourishing and nurturing her children, ",quote,E.24,,"assuming they are seeking expert information, not permission from family members",ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_N,"If she has a husband then she will consult him but if she does not have any then she will consult with her father, her brother and sisters. ",If she has a husband,quote,E.24,,"assuming they are seeking expert information, not permission from family members",ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_N,if such a group is already working and she wants to know about that then she can join it but at the village level. ,she can join it but at the village level. She will not be permitted to go outside the village,quote,E.25,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,She will not be permitted to go outside the village,She will not be permitted to go outside the village,quote,E.25,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,[female spouse] can do nothing without [male spouse]'s permission, can do nothing without ,quote,E.25,,replaced Hawa with [female spouse] and Adam with [male spouse] ,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,He will never let her do this. We do not let our women do such a work.,We do not let our women do such a work.,quote,E.26,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,"A woman who lives alone, she will have to seek help from someone. She will not be able to go alone.",She will not be able to go alone,quote,E.26,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,At any time [male spouse] can order [female spouse] to do the work with him or alone. ,At any time [male spouse] can order [female spouse],quote,E.27,,replaced Hawa with [female spouse] and Adam with [male spouse] ,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,He has the authority to get anything done by her at any time.,He has the authority to get anything done by her,quote,E.27,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,[female spouse] will be regarded as a bad woman. ,regarded as a bad woman,quote,E.28,,replaced Meeran with [female spouse],ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,"If the women living in our surrounding villages visit a market, the people talk about them in a bad way. ",people talk about them in a bad way. ,quote,E.28,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,They think that their husbands or males are shameless who get market work done by their women. ,They think that their husbands or males are shameless,quote,E.28,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,[female spouse]'s  prestige will be considered bad.,prestige will be considered bad.,quote,E.28,,replaced Meeran with [female spouse],ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,people will say that he is living on his wife’s earning,people will say that he is living on his wife’s earning,quote,E.30,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,In our village such a man who lives on his wife’s earning is considered an unworthy person.,considered an unworthy person,quote,E.30,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,He will be called a hen- pet by the people. ,called a hen- pet,quote,E.30,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,There must be equality between male and female.  ,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,The girls and boys both should be given the equal rights.,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,females must enjoy equality in each walk of life. ,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,This is a very good thing. ,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,there should be no compulsion of any kind for a girl or woman.,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,There must be equal opportunities for the boys and girls.,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,"At home, some importance and respect should be given to the girls and women which is given to the boys or men.",,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,I think gender equality is a good thing ,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_NO,"The tasks done by male or the institutions to which he has access, it is not necessary for the females to do such works or have an access to such institutions. ",Our community does not like it. ,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_NO,there must be a limit. ,there must be a limit. ,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,If a boy marries by his choice. The girl should also be permitted to do so,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_N,The girl should also be permitted to do so but there must be parent’s consent.,but there must be parent’s consent.,quote,E.31,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,we do not consider gender equality a bad thing. ,,quote,E.31,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,"But we are talking about the difference of the nature of the work & authority. The work which man does, cannot be done by the woman. ",nature of the work & authority,quote,E.31,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,They would decide together. ,decide together,quote,E.32,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,No one of them would make the decision alone. ,,quote,E.32,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,They would consult each other,,quote,E.32,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_AST,NRM_AST_C,Male is more reliable,Male is more reliable,quote,E.33,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_INF,NRM_INF_C,He is familiar with the dealings of the market. He can also know the rates of different markets before time. But the female does not have any experience in this regard.,the female does not have any experience in this regard.,quote,E.33,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DIV,NRM_DIV_C,This is man’s job that is why he can be reliable.,This is man’s job ,quote,E.33,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,she will do so if resources are available,,quote,E.34,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,[female spouse] will do so if [male spouse] wants but she will not be able to do if [male spouse] has problems,,quote,E.34,,replaced Dini with [female spouse] and Dino with [male spouse],ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,They will be able to do this if they have money,They will be able to do thi,quote,E.34,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,it will be difficult for [female spouse].,difficult,quote,E.35,,replaced Dini with [female spouse],ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,"In our society especially in villages, there is male dominance and monopoly. ",there is male dominance and monopoly. ,quote,E.36,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,Sometimes it happens that husband usurps the share or property of his wife that she inherits. ,,quote,E.36,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,Husband has the authority to do what he wants.,Husband has the authority,quote,E.36,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,If [male spouse] resists then [female spouse] would do nothing., [female spouse] would do nothing.,quote,E.36,,replaced Dini with [female spouse] and Dino with [male spouse],ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,The wife remains quiet as she does not want to get her life disturbed.,wife remains quiet,quote,E.36,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,Female shows patience. She can do nothing in such a condition.,,quote,E.37,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,No a young woman cannot do this at all.,No a young woman cannot do this at all.,quote,E.38,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_N,we can say the people of our village have positive thinking but the whole society do not think positively.,the whole society do not think positively.,quote,E.38,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,"there are many types of persons in the society: scoundrel, thieves, robbers are found in each society. In such condition a female can never feel herself safe.",a female can never feel herself safe.,quote,E.38,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,sometimes shopkeepers deal in such a way that she does not feel herself safe.,she does not feel herself safe.,quote,E.39,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,She cannot walk around on her own to the market. She can go with her son,She cannot walk around on her own,quote,E.39,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,a young woman either married or unmarried cannot go to  market alone,cannot go to  market alone,quote,E.39,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_AST,NRM_AST_C,she cannot do this.,she cannot do this.,quote,E.40    ,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C, woman is not considered pious if she does so, woman is not considered pious,quote,E.40    ,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_C,she does not feel herself safe then why she would do this.,she does not feel herself safe,quote,E.40    ,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_STIG,NRM_STIG_C,the woman who does this is not considered a good woman.,not considered a good woman.,quote,E.40    ,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_MOB,NRM_MOB_N,"she is permitted to visit her relatives house or nearby fields. 
She can go to village shop to purchase commodities of daily use.  But cannot go to a public and crowded places. ",she is permitted; she can go; cannot go,quote,E.41,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,Usually this is decided by the parents.,,quote,E.45,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,The decision of marriage should be made by the parents ,,quote,E.46,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,When she feels herself healthy & fit for this,When she feels herself healthy & fit for this,quote,E.47,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,The women express their wish but they don’t have authority. ,they don’t have authority. ,quote,E.50,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_O,"if the couple has understanding, they can do this. Whenever they want they can give birth to a baby. ",Whenever they want they can give birth to a baby. ,quote,E.50,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_N,Females desire to produce less number of children. She wants there should be lapse among the babies but she has no any facility.,females desire,quote,E.50,,,ENU_2,0.9
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_EQ,NRM_EQ_YS,Equal opportunities should be available for both the genders. ,equal opportunities,quote,E.51,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,ASP,ASP_UNSP,There should be resources for the employment. ,employment,quote,E.51,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,ASP,ASP_COL,There should be an arrangement of skilled training. ,skilled training,quote,E.51,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,ASP,ASP_BUSS,Opportunities of business should be available.,business,quote,E.51,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,NRM_DEC,NRM_DEC_C,Young boys & girls should have authority to marry with their own consent.,should have authority,quote,E.51,,,ENU_2,0.95
PK,PK7,GENNOVATE_PK7.xlsx,FG_E_Aspirations of Youth,PK7_M,male,ASP,ASP_UNSP,Local employment opportunities should be created. ,employment opportunities,quote,E.51,,,ENU_2,0.95
