country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,ASP,ASP_COL,I would like to become an accountant,accountant,quote,E.10,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,ASP,ASP_MOD,I would like to become a farmer who works with machineries ,farmer who works with machineries ,quote,E.10,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,GAP,GAP_WID,many of them engaged in agriculture ,agriculture,quote,E.11,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,GAP,GAP_SML,others are employed as teachers and there are also others who work in organization in other cities. ,employed as teachers; others who work in organization in other cities,quote,E.11,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,GAP,GAP_WID,engaged in farming ,farming,quote,E.11,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,ASP,ASP_BUSS,they have to take active role to create jobs ,create jobs ,quote,E.12,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,ASP,ASP_BUSS,organize into associations to be self employed, be self employed,quote,E.12,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,"the man’s emphasis is to get income out of improved seeds production and he uses the money to support his family, buy cloth, send his children to school","he uses the money to support his family, buy cloth, send his children to school",quote,E.14,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,while woman give more attention to feed the household then they give priority to improved milk cow and backyard vegetables,feed the household then they give priority to improved milk cow and backyard vegetables,quote,E.14,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_O,these products are means of income for women from selling butter and buy crops for consumption., income for women ,quote,E.14,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_INF,NRM_INF_O,they have equal opportunity and women can participate on trainings ,women can participate on trainings ,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_INF,NRM_INF_O,they can participate in meetings ,they can participate in meetings ,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,,,women do not inherent land unless their husband dies,women do not inherent land,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,large amount land is dominated by men.  Women usually support the man in agriculture,land is dominated by men.,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,agriculture is the main task for men,agriculture is the main task for men,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_INF,NRM_INF_C,agricultural development workers visits men,agricultural development workers vi,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,The woman is busy with household chores to take care of the man and children. ,,quote,E.15,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,woman alongside with household chores they mainly participate in backyard vegetables and look after the cattle and small livestock,mainly participate in,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,"In the farm plot women do participate on cutting, hoe and collecting but they don’t farm with oxen.","participate on cutting, hoe and collecting but they don’t farm with oxen.",quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_N,men have started participating in growing backyard vegetables after they have been trained on improved crops for market ,,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_N,"In case of selling, it determined on the portion of production to sell. If it’s in bulk the men take the responsibility.  ", If it’s in bulk the men take the responsibility. ,quote,E.18,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_N,they do through consultation and still determined by the man in selling but she can sell small amount to local markets.,till determined by the man in selling but she can sell small amount,quote,E.19,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,"the man has the overall power on maize or the other crops. If she sells without his permission, she will be in trouble and an be beaten by the man.",the man has the overall power on maize or the other crops,quote,E.19,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,he will be in trouble and an be beaten by the man.,be beaten by the man.,quote,E.19,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,How come a man milking and sell butter at the local market. It’s not a tradition for a man to sell these items as buyers are also women. ,How come a man milking and sell butter at the local market,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,it’s not the tradition and customary for a man to sell butter at the local market but no obstacle for the woman.,it’s not the tradition and customary for a man to sell butter,quote,E.20,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,The land belongs to the man. ,,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,"It is customary therefore, for the man to take care of the land and the woman to support him in the farm and take care of the household chores. ",,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,The women usually manage the household chores and backyard vegetables.,,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,traditionally women don’t plow if a man is in the house.,,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,"In terms of labor division the man is responsible to assign the children and the division is determined by the age, power and demand. ",,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,older children at the age of 13 go with their father to support on farming ,,quote,E.21,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_N,"the woman helps her man in the farm in planting, weeding and harvesting seasons and he may not support her on backyard vegetables unless it’s large.",the woman helps her man - but he may not support her on backyard vegetables unless it’s large.,quote,E.22,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_N,"the man will work on the vegetable farm if the land is large. Otherwise, he is not helping. ","if the land is large. Otherwise, he is not helping. ",quote,E.22,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,if the family has girl child she will work with her mother and help her on household chores ,,quote,E.23,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,older boys they go to the farm land to support their father or look after cattle,,quote,E.23,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,"in case of the woman, she has to consult her husband and children if they are grown up.",she has to consult,quote,E.24,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,I won’t let her to join even if she is the one who grows the vegetables. ,won’t let her to join even if she is the one who grows,quote,E.25,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,he doesn’t allow her to join the group but she has to tell him and impress him about the benefit.,he doesn’t allow her to join the group,quote,E.25,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,he would say “what a surprising thing you learned?”    ,,quote,E.26,a sarcastic question,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,He would not accept her idea because he should be the one who controls the income,he should be the one who controls the income,quote,E.26,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,he won’t let her sell as he loses the control of the money.,he won’t let her sell as he loses the control of the money.,quote,E.26,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,if she doesn’t accept what he is saying he will beat her.,,quote,E.27,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,"no, he doesn’t even recognize that she is working exhaustively",,quote,E.27,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,She should support him because what he is doing is labor demanding,,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,it is not common for the man to stay in the house and look after the household chores and children while the woman goes to the market. ,not common for the man to stay in the house and look after the household chores and children,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,"The community label her as disobedient, and him as crazy.","label her as disobedient, and him as crazy.",quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,they said she is a thief. She is robbing him off what is supposed to be his. ,they said she is a thief. ,quote,E.28,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,he is a kind of foolish and unwise person,,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,label him as lazy one and is a “woman” who can’t decide over his life. ,,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,he is like a property not a man.,,quote,E.29,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_O,"if they agreed at the beginning, he will be happy with her accomplishment ", he will be happy with her,quote,E.30,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_O,he doesn’t complain if she is successful even she didn’t consult him at the initial stage.,he doesn’t complain if she is successful,quote,E.30,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_EQ,NRM_EQ_YS,"women learn agricultural skill and health issues from agricultural and health extension agents equally with men. Therefore, both can work together for change.",,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_EQ,NRM_EQ_YS,working and participating together without neglecting woman from opportunities for better development and improvement,,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_EQ,NRM_EQ_YS,encourage girls to go to school not only educating boys and empower girls to attend school regularly.,,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_EQ,NRM_EQ_YS,"equal opportunity in terms of education, skill trainings",,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_EQ,NRM_EQ_NO,inheritance of other property but not land because the portion of land is small and the woman may leave the house ,inheritance of other property but not land,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_EQ,NRM_EQ_YS,currently both have equally attending and work together using their skills. Then equality is important to improve their life.,,quote,E.31,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_O,much is done through consultation with each other whereas she would not decide alone on the amount.,much is done through consultation with each other; she would not decide alone,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_O,the amount for market and consumption is set by both based on agreement.,set by both,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_O,No one decides without the consent of the other. ,No one decides without the consent of the other. ,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_O,he should make an adjustment for mutual understanding ,mutual understanding ,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,pass his decision and impose it on her to accept.   ,pass his decision and impose it on her to accept.   ,quote,E.32,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_N,"most likely, she would sell the small portion of backyard vegetables at the local market but he involved or takes control if the portion exceeds a basket full ",he involved or takes control if the portion exceeds a basket full ,quote,E.33,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,he is the one who process the sell in to large markets because it’s a challenge for her to transport the items in cart and vehicle.,,quote,E.33,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_N,if the production is in large quantity he takes the responsibility of selling in the large market ,if the production is in large quantity,quote,E.33,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DIV,NRM_DIV_C,she would stay at home and takes care of her children instead of going to the market while her husband can travel and sale the vegetables.,,quote,E.33,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_N,she has to take him to her sister’s farm and show him the new practice and the yields. ,she has to take him ,quote,E.34,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,He may consult her but it would not take her consent to adopt the practice,would not take her consent to adopt the practice,quote,E.34,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,She belongs to him she is his asset,,quote,E.35,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,whatever she brings to the household is also his asset,,quote,E.35,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,He is the one who decides not her. ,,quote,E.35,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_N,she should consult him and both must agree on what to do with the money,both must agree,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,she would not spend the money without telling him because it causes conflict among them and may lead to physical violence.,conflict among them and may lead to physical violence.,quote,E.36,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_N,he has to consult her and recommend enough reason for her to buy the bike otherwise he can’t pick the money and go to the market to buy the motorbike. ,,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,it’s easy for him to buy since the money belongs to him and he is the husband.,,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_N,it is not that easy to buy the bike immediately without consulting his wife,without consulting his wife,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,they could fight that she keeps raising the issue and would separate ,,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,it’s better for her to accept it easily and go on as not a big deal.,,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_O,"the other thing she would send relatives, closer friends and elders to him to stop him buying it",,quote,E.37,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,not the tradition that women travel alone,,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,their parents would not allow them to go out by themselves,,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,women don’t usually travel alone scared of rape ,scared of rape ,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,their husband don’t allow them to walk alone,,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,"it’s not positively perceived by the community if a woman travels alone (labeled as mentally unstable), ",labeled as mentally unstable,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,abducted if they travel unaccompanied ,,quote,E.38,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_N,"no one will touch her, because they are afraid of the consequence if they face her husband ",if they face her husband ,quote,E.39,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_N,she is free from any danger in respect of her husband ,in respect of her husband ,quote,E.39,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,she would not be positively seen by the community ,she would not be positively seen by the community,quote,E.39,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,As married or not have to stay at home. ,,quote,E.39,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_O,"easy for her, we have local market in the kebele and both men and women are selling and buying ",,quote,E.40,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_N,it is determined on the distance of the market,,quote,E.40,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,reach home early to be safe from rape and violence from her husband.,reach home early to be safe from rape and violence from her husband.,quote,E.40,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,there is obstacle on the traditional view of women in the area,,quote,E.41,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,only 3 women can move freely out of ten.,,quote,E.41,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_MOB,NRM_MOB_C,there is tension among women so they are not moving freely.,,quote,E.41,,,ENU_2,0.85
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,GAP,GAP_SML,I know there are youths who went to XX and work there small roads construction as daily labors,,quote,E.42,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_N,"If they manage to improve their life when they come back, they will be referenced as models by parents. If not, they often turn out ot be thieves and addicts. ",,quote,E.43,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,GAP,GAP_WID,they have little opportunity to engage into anything meaningful. Their father is a farmer and they will end up being a farmer. ,Their father is a farmer and they will end up being a farmer.,quote,E.43,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_AST,NRM_AST_C,girls are not expected to own property. ,,quote,E.44,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_O,currently young people manage their own union.,young people manage their own union.,quote,E.45,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_N,it is a matter of chance because these days either young man married on their will or choice of his/her father or he/she choses his wife and her husband. ,it is a matter of chance,,E.45,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,"When it comes to co-wives, usually the man will chose and will inform the wife. ",usually the man will chose ,,E.45,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_STIG,NRM_STIG_C,woman has to give birth at the early of her twenty’s because those children from older women (above 22) will be mentally unstable.   ,children from older women (above 22) will be mentally unstable.   ,,E.49,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,NRM_DEC,NRM_DEC_C,"no, both women and men don’t have plan when and how many children to have. They immediately gave birth after marriage.",don’t have plan when and how many children to have.,,E.50,,,ENU_2,0.95
ET,ET1,GENNOVATE_ET1.xlsx,FG_E_Aspirations of Youth,ET1E_M,male,ASP,ASP_UNSP,I want to see better working opportunities for youths created either by the government or non government institution ,better working opportunities,,E.51,,,ENU_2,0.95
