data_container,transcript,quote or transcriber's summary
E.14, Women who don’t have men at home have no choice but to use these machines,quote
E.14,They put the required amount of seeds and fertilizers in the boxes of the tiller and then the driver drives the machine,quote
E.14,"Yes, they supervise the work",quote
E.14,They use the motor pumps themselves to water their fields,quote
E.14,Men also like machines because it makes their work easier and they get that much extra time,quote
E.14,Women don’t use combine because it is a very heavy machine,quote
E.15,"No, young men and women don’t have the same opportunities to learn new agricultural practices",quote
E.15,Young women are not interested in agriculture,quote
E.15,They would prefer to watch television,quote
E.15,Young men are more interested,quote
E.15,Some women whose husbands don’t stay in the village or those who are widows take interest because they are responsible for their land,quote
E.15,Men and women are made differently and so how can they do the same things?,quote
E.15,Men use machines a lot and women use as little as they can,quote
E.16,Important wheat innovation for women Now,quote
E.16,"Agriculture has become mechanized. We now have zero tiller, rotavator, cultivator, combine which have all made human work so much easier",quote
E.16,Important wheat innovation for women 10 years ago,quote
E.16,Then we had a tractor which became very popular. Then some people had motor pumps and spray machines too,quote
E.17,Now there is more awareness,quote
E.17,Everyone does agriculture in villages and they do it the way they saw their forefathers doing it; but now some people go outside and learn new things which they bring back to the village,quote
E.17,"Organizations like CSISA help spread awareness about new technologies, seeds and machines",quote
E.17,Lot of new things are also taught at school which we discuss with our parents,quote
E.18,Traditionally men and women have performed different roles in agriculture but that is gradually changing,quote
E.18,Now young women don’t want to do agricultural,quote
E.18,Only girls from very poor families do farming,quote
E.18,Now young people want machines to do all their work,quote
E.18,And why not? It saves so much time and effort,quote
E.18,The younger generation is very keen on adopting new methods and machines,quote
E.19,They may be able to grow with a little help from their fathers but may find it more difficult to sell since they don’t know anything about the market rates,quote
E.19,Young men do agriculture but I don’t know if they can do it all on their own,quote
E.19,They will definitely need help,quote
E.19,Helping their fathers is one thing and doing it all alone a completely different game,quote
E.20,Young women don’t know much about agriculture and hence will find it extremely tough,quote
E.20,They cannot do it alone,quote
E.20,They will not want to do it,quote
E.20,People will comment that they are acting “smart” ,quote
E.21,The entire family is responsible for growing a good crop and they all participate and help,quote
E.21,All male members contribute to farm work,quote
E.21,There is no work delegation as such; it is combined effort of all male members of the family and sometimes women help too,quote
E.22,Men and women don’t have separate plots.,quote
E.24,A woman will consult her husband first if she wanted to plant a new crop,quote
E.24,She will also ask her friends who she thinks will know about this crop,quote
E.24,She will also consult the elders in the family,quote
E.24,Men will ask the elders and more experienced people in the community,quote
E.24,They will also approach CSISA folks for information,quote
E.25,He will not let her join any such group,quote
E.25,He will not want her to associate with these women who have formed a group,quote
E.25,He may let her join since she already has a home garden,quote
E.25,"Yes, and she my benefit from joining such a group",quote
E.25,But he will fear that she may be negatively influenced joining thus group,quote
E.26,He will let her sell,quote
E.26,She grows these vegetables herself and so has the right to sell them too,quote
E.26,But he may not want her to enter an area dominated by men,quote
E.27,"Yes, he will definitely ask for less help",quote
E.27,He will ask her to rest in her free time,quote
E.27,He will not let her help him since she already has so much work,quote
E.28,The villagers will say that she has breached the society rules by working when she has her husband at home,quote
E.28,Some may appreciate the fact that she is working hard for her family,quote
E.28,It will depend upon the mentality of the people – some may appreciate while others will chastise her,quote
E.29,He will be the laughing joke in the community,quote
E.29,His friends will poke fun at him and comment that he should have a sex change ,quote
E.30,He will be happy that his wife is doing well,quote
E.30,He will motivate her and support her,quote
E.30,He will be happy since he has asked her tow ork,quote
E.31,Men and women should be given equal treatment in society,quote
E.31,Both should have equal rights and opportunities,quote
E.31,Women should have the same privileges after marriage which they enjoy before,quote
E.31,Women should be treated with as much respect as men are,quote
E.31,Gender equality is good and should be ensured in every society,quote
E.31,Women should also enjoy freedom of speech and expression,quote
E.31,Gender equality is necessary for society’s progress,quote
E.32,Women will decide,quote
E.32,They will discuss and decide,quote
E.32,"Women know how much they need to set aside for their consumption, guests and emergencies",quote
E.32,They will discuss and take a joint decision,quote
E.33,David is more likely to sell the vegetables,quote
E.33,Vegetable basket is too heavy to carry and hence David will take it to sell,quote
E.34,"Yes, they will implement the change",quote
E.34,Since the change is intended to increase their yield and profits so they will definitely make the change,quote
E.34,There is no harm in trying out this new practice ,quote
E.35,7 participants voted for Neither Easy nor difficult,transcriber's summary
E.35,1 participant voted for very Difficult,transcriber's summary
E.36,It is difficult to say what will happen,quote
E.36,But it is her father’s money and she has a right to use it whatever way she can,quote
E.36,She can buy the land she wants ,quote
E.36,It will be difficult for her if her husband doesn’t agree to let her buy it,quote
E.37,5 participants voted for neither easy nor difficult,transcriber's summary
E.37,1 participant voted for Difficult,transcriber's summary
E.37,2 participants voted for Very Difficult,transcriber's summary
E.37,It will not be easy for him either without his wife’s consent,quote
E.37,If he loves his wife then he will definitely ask for her consent,quote
E.37,Though it is his father’s money he will definitely ask her,quote
E.37,It is not as difficult for him to do whatever he wants with his father’s money,quote
E.37,But he will want his wife to agree to buy the bike,quote
E.37,He will persuade his wife to allow him to buy the bike,quote
E.37,If her husband becomes rigid then she will not buy the land she so wants and will not let him buy the bike either,quote
E.38,"Yes, young woman can alone to the market",quote
E.38,This village is a safe place,quote
E.38,We will not stop going to the market simply because boys pass comments ,quote
E.39,It becomes much easier to go to the market alone,quote
E.39,She has the “marriage” license and she can move around easily,quote
E.39,As many young women go to the market alone as married ones,quote
E.39,There are no boundaries after marriage,quote
E.39,No one says anything to you after marriage and you can do whatever you want,quote
E.40,She can sell in the market,quote
E.40,She will not have any difficulty in selling in the market,quote
E.41,Practically no women move freely on their own in the village  ,quote
E.42,No young women cannot migrate to the city without their elder’s permission,quote
E.42,Young women will face too many problems if they migrate alone,quote
E.42,No young women goes anywhere outside the village unless her parents move or she gets married,quote
E.42,They cannot go without their parent’s permission,quote
E.43,Young women don’t migrate,quote
E.43,Many young men migrate for work,quote
E.43,Some (young men) come back and try to settle down here,quote
E.44,Girls get married at 18-20 years of age,quote
E.44,Boys get married at 21-25 years of age,quote
E.44,Polygamy is looked down upon,quote
E.44,Society will not respect who marry twice,quote
E.44,We want one husband who will love us; more than one husband will lead to confusion,quote
E.44,People marry once in their lifetime,quote
E.45,Parents take all decisions related to marriage,quote
E.45,They start thinking about a girl’s marriage as soon as she turns 18,quote
E.45,They start looking for a match for their girls once the latter complete their studies,quote
E.45,Women don’t enter into polygamous marriage,quote
E.45,Who wants to be a co-wife?,quote
E.46,We should be asked about our choice when choosing our life partner,quote
E.46,Groom should be well educated,quote
E.46,His family should be good,quote
E.46,Girls should be allowed to ask questions the way boys do when they come to “see” prospective brides,quote
E.46,Girls should be given the freedom to decide about their future,quote
E.47,E.47    At what age do women typically have their first child?,quote
E.47,Maximum women become mothers by the age of 20,quote
E.48,"No, she must wait a few years to settle down in her marriage",quote
E.48,She should be given time to understand her new family before taking on new responsibilities,quote
E.48,She needs to be mentally prepared to become a mother,quote
E.49,25 is the right age,quote
E.49,By then she will have understood her husband and her new family,quote
E.49,Both of them will be more prepared to have a family,quote
E.49,During this period they can also save some money for their expected child ,quote
E.49,Chances of medical complications during pregnancy will also be less,quote
E.50,Women don’t have any say in when they want their first chill,quote
E.50,Women become mothers within a year of their marriage,quote
E.50,But women have more say in how many children they want,quote
E.50,"Though men don’t ask their wives about when they should have their first child, they do discuss and decide how many they want",quote
E.51,Everyone should be educated,quote
E.51,Everyone should get gainful employment,quote
E.51,Agriculture should be made more profitable so that farmers can also prosper,quote
E.51,Women should be allowed to go abroad,quote
E.51,Parents educated their girls but don’t allow them to work; this needs to change; why should only boys be allowed to work,quote
E.51,Both should be allowed to go out and work for a better future,quote
