indicator_id,classification_id,context_id,provenance,text_fragment,classification_id,classification_id_rev
NRM_STIG,NRM_STIG_C,E_F_E.28,PK2E_F,very bad reputation,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.28,PK2E_F,Stigma of bad characters,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.28,PK2E_F,Will be considered very awkward,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.28,PK7E_F,[female spouse] will be regarded as a bad woman.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.28,PK7E_F,People will give negative comments.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,BD3E_F,"[if his wife sells vegetables in the market] [male spouse]?s respect would lessen amongst his village and friends. People will talk trash.
A lot of them would say, ?How could [male spouse] allow his wife to do men?s work outside??",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,BD6E_F,"To the friends and the other people of the village,  [male spouse] will not have any respect as well. They will see him as a mean person. And they will say Why do you send your wife to the market? Why do you not go there?",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET1E_F,he will be pressured by both men and women.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET1E_F,"The women will say are you a man? How come you call yourself a man? while the men will bully him a lot by calling him names such as a woman, change your close you are not a man and dress up like a woman",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET1E_F,"no one will ever respect him. They will say she has made him bring water, and take care of the children and he must be so weak that he allowed such a thing.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET1E_F,"They will tell them that he has become sick with some kind of mental illness, that is not something acceptable and to be emulated.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET1E_F,be careful. Do not associate yourself with him.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET1E_F,People will never give him credit because they will think he will never pay back as the money is with his wife.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET2E_F,No one respected him.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET2E_F,they will call him names or fight with him for no reason.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET2E_F,Men will ask him not to be with such a woman and marry another decent woman.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET4E_F,his friends gossip that he is bad model for our wives,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET4E_F,They would insulted him a woman,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,ET4E_F,the neighbors gossip that she will leave him sooner,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN1E_F,His friends will instigate him to stop his wife from going out to work,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN3E_F,People will tell him that it is wrong of him be enjoying off his wife’s hard work,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN4E_F,Mark will have a tough time and will have to face the wrath of the community,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN4E_F,People will question him and the elders in his family will try to reason with him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN4E_F,His friends will stop talking to him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN7E_F,Mark will a laughing stock,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN7E_F,People will say he is a woman,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN9E_F,People will call him all sorts of names and abuse him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,IN9E_F,They will tell him to go and suicide for being such a worthless fellow,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,NP2E_F,people might call [male spouse] Gay,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,NP2E_F,some people might not because he is staying at home let wife to work outside.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,NP2E_F,"Some people might criticize Hari saying you are a lucky man, need not to go out for work just eat and stay at home",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,PK2E_F,Person have no respect as depend for livelihood on his wife income.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,PK2E_F,Man of no honor,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,PK2E_F,In community gathering nobody have respect for him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.29,UZ3E_F,Some men will laugh at him; because of his taking care of his children,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.33,BD3E_F,"Till [male spouse] is alive, he will never let [female spouse] go to the market [to sell vegetables from her home garden]. Because people will ill-talk about it. ?The wife visits the market while the husband is still alive! Why is there for?? people would say such things.
Since it is a matter of reputation, [male spouse] would never allow that.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.33,ET2E_F,selling small amount of vegetable in the market is a shame for the man.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.33,ET2E_F,all will laugh at him and insult him; no one will buy from him.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.43,BD3E_F,"When a teenage girl leaves her work in the city and returns to the village, then they are gossiped about. They talk bad about her in such a way, as if she had done some unethical work in the city. Then, after they have returned to the village, people now suspect whether they are making an illegitimate relation with any other village boy.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.43,ET1E_F,"no one respect girls in any case, even family members will tell her to find her own ways",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.43,ET1E_F,She will have to find a way to survive unless she gets married.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.43,ET2E_F,girls who returned from XX with nothing some are mentally ill people feel sorry some gossip.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.43,PK7E_F,They think that she is not nice person.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.43,UZ3E_F,These types of girls are not respected in our community,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.41,BD3E_F,"Because in our area, girls cannot go anywhere freely. Because then, both the girl?s and her family?s would be defamed.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.41,ET1E_F,what they fear is that others will say some bad things about the daughter and she would be unable to get married,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.41,ET1E_F,"There are boys who would wait girls on the road and try to harass them, so our parents are afraid people will see their daughter with them.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.41,IN4E_F,What is the point in going if boys will embarrass us by passing lewd comments at us,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.19,BD3E_M,many people will criticize behind her back and she may lose her social dignity and respect in front of society if she freely moves in the field and public places.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.19,ET1E_M,he will be in trouble and an be beaten by the man.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.19,IN3E_M,They will not be allowed to do farming by their parents since it will harm their reputation,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.19,IN4E_M,They will not get the support of their family members and they will never go against their family,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,BD3E_M,Mary has fewer social position and dignity in the village because she goes to the local market where she sells her products. She may be lost respect (somman harabe) and reputation,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,BD6E_M,[female spouse] has inferior social position and dignity in the village because she goes to the local market where she sells her products.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,BD6E_M,She will lose her respect (somman harabe) and reputation.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,BD6E_M,Most people see her badly since she is going to such nasty place. People will laugh at her and make jokes about her.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,BD6E_M,she will lose her dignity fully.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET1E_M,"The community label her as disobedient, and him as crazy.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET1E_M,they said she is a thief. She is robbing him off what is supposed to be his.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET2E_M,people suspect adultery if woman markets often,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET2E_M,husbands may forbid wives to associate with her,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET4E_M,people would say to her that she let her husband be child keeper,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET4E_M,it depends on the understanding of the people. If the people living around have negative attitude on men and womens equality they would say that he is the wife,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET4E_M,people would say that she is not a good wife,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,ET4E_M,people would say that she is seeing somebody else,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN1E_M,People will pass comments on her character,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN1E_M,Womens going to the market to sell is unthinkable; our society will now allow it; her life will be difficult,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN1E_M,People will say her husband is a lichchar (rascal) and sitting vella (idle) at home and is forcing his wife to work outside,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN1E_M,People will make fun of such a family where husband sits at home while wife works outside,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN3E_M,She will have to talk to her customer with a smile on her face and the community will misconstrue her intentions,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN3E_M,If a woman goes outside to work and sell in-spite of having a husband then people say she has a bad character,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN3E_M,If a woman doesnt have a husband and no other male member then she has no choice but to work to make a living and if people call her names then she will suffer silently but continue to work,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN7E_M,it is unfathomable if the husbands chooses to sit at home,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN9E_M,Her reputation will definitely take a hit since she will be the odd one out amongst the women in the village,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN9E_M,People will make fun of the whole family,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN9E_M,Even women will laugh at her,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,IN9E_M,The elders in her family will encourage her to reason with her husband since such a situation is not good for the family,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,PK2E_M,"In case of her participation in market activities, people will blame her husband and consider it bad and no respect for him in the community.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,PK7E_M,[female spouse] will be regarded as a bad woman.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,PK7E_M,"If the women living in our surrounding villages visit a market, the people talk about them in a bad way.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,PK7E_M,They think that their husbands or males are shameless who get market work done by their women.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.28,PK7E_M,[female spouse]'s  prestige will be considered bad.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,BD3E_M,Mark is also losing his social status and dignity in the village. His friends make jokes about him and his reputation will be in stake. Many friends may not say their bad comments in front of him but behind him they will do so. He must lose his respects (somman harabe) from others,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,BD6E_M,Mark has no social status and dignity in the village.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET1E_M,he is a kind of foolish and unwise person,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET1E_M,label him as lazy one and is a woman who cant decide over his life.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET1E_M,he is like a property not a man.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET2E_M,he was hypnotized by her,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET2E_M,overpowered by a woman; chores are womans job,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET4E_M,they will call him women,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET4E_M,they will ask him how long are you going to stay at home?,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET4E_M,they would call him the man who stays in the kitchen,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,ET4E_M,they say he thinks like a woman does,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN1E_M,People will call him mad for sitting at home and making his wife work,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN1E_M,His friends will call him all sorts of bad name,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN1E_M,His friends will ridicule him and laugh at him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN1E_M,All elders of the community will also scold him for breaking norms and forcing his wife to work,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN3E_M,People may not say anything on his face but will definitely talk behind his back,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN3E_M,People will say that his wife doesnt respect him and doesnt listen to him and goes out to work,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN3E_M,People will call him kaamchor (one who shies from work),NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN4E_M,People will tell him that he will now be controlled by his wife since she is the family breadwinner,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN7E_M,He will have no reputation,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN7E_M,No one in the community will respect him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN7E_M,His friends will stay away from him,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,IN9E_M,People may say he is lying doped at home all day long while his wife struggles to keep the cooking fire burning,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.29,PK2E_M,"Mark will not be accepted by the community and would be considered bad in terms of going against the culture, letting his wife doing his work and he working for her",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,BD3E_M,"Mark will be delighted as she is successful in her initiative. We think Mark is surely a lazy husband. So, his reaction will be a positive one to her initiatives.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,BD6E_M,In the beginning Mark will be happy but with his friends bitter comment he will be sad later.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,BD6E_M,if he is a man then he supposes to be sorrow,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,ET2E_M,she is controlling him and household,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,ET2E_M,group laughed: happy when wife brings money?,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,IN3E_M,If your wife is earning more than you then people will make fun of you,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,IN3E_M,He will be jealous of her,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,PK7E_M,people will say that he is living on his wifes earning,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,PK7E_M,In our village such a man who lives on his wifes earning is considered an unworthy person.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.30,PK7E_M,He will be called a hen- pet by the people.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.33,BD3E_M,There are social hindrances on womens movement in public places. People will tease and make fun of her work. That will reduce her social dignity as well,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.33,BD6E_M,People will tease and make fun of her work. That will reduce her social dignity as well,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.33,IN3E_M,Women dont go to sell because society looks down upon such women,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.40,BD3E_M,"There will be problems socially. She could be teased, harassed by men in the market. 
This is not possible for woman here",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.40,ET1E_M,reach home early to be safe from rape and violence from her husband.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.40,PK7E_M,woman is not considered pious if she does so,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.40,PK7E_M,the woman who does this is not considered a good woman.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.15,BD6E_F,women do not go to field to work because in that case people will say that she is a bad woman. No man wants people to tell that his wife is a bad woman,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.30,BD6E_F,"if [female spouse] achieves great success,  [male spouse] will feel good because  [male spouse] is getting money and the household is improving. But when people says bad words, he will not feel good.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.30,ET1E_F,"if his wife focus only on  her work and stop giving him children, that would be the beginning of the end.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.30,ET1E_F,"the husband will get more wives but to stop him, the wife keeps on giving birth, and will therefore not be as successful.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.30,ET1E_F,"his family would tell him, that she is getting more than what he does. And she will soon start treating him like a slave",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.30,ET2E_F,he will feel inferior to her and act like a man.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.30,ET4E_F,his friends may advice him that her income increases and your income is not because you are staying at home and he may be influenced and argue with her,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.38,BD6E_F,there is also the fear that people will say negative words about the woman.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.38,ET1E_F,"If she get robbed or raped, there is no one who would understand her, she will be blamed for going out or dressing up",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.38,ET2E_F,She can walk freely to the market but walking around is a taboo.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.38,IN4E_F,Tongues start wagging if a young girl is seen roaming around alone,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.38,IN4E_F,"Yes, people think she is looking for some fun",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.38,IN9E_F,If my neighbors saw me going out alone they would immediately comment that I was being so brash to do such a thing,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.40,BD6E_F,woman cannot sell things easily in the local market because people do not see this positively and criticize the woman doing so. They say that she has become a bad woman. And it creates bad reputation for the family.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.40,IN1E_F,People will bitch about her if she goes to the market,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.40,IN1E_F,People in our community still think women should stay under veils,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.40,IN4E_F,She might get robbed,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.40,PK2E_F,Here women working in market place consider bad character women,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.40,PK2E_F,Everybody will raise finger towards her character,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.42,BD6E_F,"People think that girls are taken abroad and are employed as sex workers. So, they do not let them go to the other countries.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.42,ET1E_F,she is sure to break her relationship with them and never get back home,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.41,BD6E_M,The young women face various problems if they move alone in the local e.g. eveteasing and other bad remarks,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.41,ET2E_M,married women fear in-laws will see and talk ill,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.27,ET1E_F,"Even if he told her to sit, she will never because, she knows that he will call her lazy tomorrow, so she will not accept his invitation.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.34,ET1E_F,he may even be angry and say what else did your sister show you? Why do not she mind her own business? What is her agenda?,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.34,ET2E_F,She will be afraid if she fails He can beat her.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.37,ET1E_F,if a woman takes her husband to court that is considered a very bad thing. She may even be out casted.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.37,ET1E_F,"he may say yes, but he will go and finish the money with chat or will bring another wife because this one has started to disobey him.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.45,ET1E_F,"This time, He has to send to her family and his own family elders who begs for forgiveness and they will come back in the village.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.50,ET1E_F,She will be considered unable to have a child and will cost her the marriage.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.50,ET1E_F,"immediately she stops getting more children, the man is going to marry another women because she is no longer giving him children.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.50,ET1E_F,"let alone postponing her time to give birth, if she is only giving girls he will continue to marry another woman until he gets plenty of boys.",NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.50,ET2E_F,if they stops there is violence or he gets married to another one.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_F_E.50,ET2E_F,Some men even threaten the women if she doesnt give him more children he will leave her.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.20,ET1E_M,How come a man milking and sell butter at the local market. Its not a tradition for a man to sell these items as buyers are also women.,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.20,ET2E_M,taboo for men to sell vegetables,NRM_STIG_C,
NRM_STIG,NRM_STIG_C,E_M_E.26,ET1E_M,he would say what a surprising thing you learned?,NRM_STIG_C,
