indicator_id,classification_id,context_id,provenance,text_fragment,classification_id_rev
NRM_DIV,NRM_DIV_C,E_F_E.18,UZ3E_F,we think that young girls are working on more unpaid or less paid work compared to boys,
NRM_DIV,NRM_DIV_C,E_F_E.18,UZ3E_F,usually after marriage young boys become more following to traditions and leave for women more routine work as before,
NRM_DIV,NRM_DIV_C,E_F_E.18,UZ3E_F,all preparation works on the fields are doing by girls and women,
NRM_DIV,NRM_DIV_C,E_F_E.25,BD3E_F,"If [female spouse] wanted to join a women?s organization where other women also grew crops like her, [male spouse] would not allow her to join. Because neither would [male spouse] allow [female spouse] to go out of the house, nor allow her to join any organizations. Because according to [male spouse], [female spouse] would do only household chores, she was meant for only that.",
NRM_DIV,NRM_DIV_C,E_F_E.25,ET4E_F,he refuses her membership because he believes her job is to take care of the children and the house,
NRM_DIV,NRM_DIV_C,E_F_E.25,ET4E_F,he may be angry with the idea and insult/harass her,
NRM_DIV,NRM_DIV_C,E_F_E.25,ET4E_F,he would refuse and would say I am working on it what is the reason for you to join?,
NRM_DIV,NRM_DIV_C,E_F_E.25,IN1E_F,"[He will not allow her to join]
	[Most probably he will not let her join]
	If she goes to work then who will do the household work",
NRM_DIV,NRM_DIV_C,E_F_E.25,IN1E_F,Her husband will think that women should best stay at home,
NRM_DIV,NRM_DIV_C,E_F_E.25,IN4E_F,Most women here work from home and he will want her to stay at home and work,
NRM_DIV,NRM_DIV_C,E_F_E.25,IN9E_F,"Adam will not let her join; women are supposed to stay at home
	He will definitely not allow her (5 respondents said this)",
NRM_DIV,NRM_DIV_C,E_F_E.27,BD3E_F,[male spouse]  would ask [female spouse]  for a lot of help. He would say ?First finish my work and then do yours.? Because [female spouse]?s vegetable farming were not important to [male spouse],
NRM_DIV,NRM_DIV_C,E_F_E.27,BD3E_F,"[male spouse]  would rarely ask [female spouse]?s help. He would say to [female spouse], you do your work, and I will do mine. He would say this because [female spouse] was farming vegetables at home, she wasn?t going anywhere else.",
NRM_DIV,NRM_DIV_C,E_F_E.27,BD6E_F,"Although [female spouse] is not doing work outside of home, [male spouse] will not let her do her own works hampering his works",
NRM_DIV,NRM_DIV_C,E_F_E.27,ET1E_F,"never, he will never ask her to rest. Even when she is pregnant or sick, they want woman to work.",
NRM_DIV,NRM_DIV_C,E_F_E.27,ET1E_F,"if is ok if the kings are tired, not the servant. So she cannot feel tired. A woman never has time to sit. It is a taboo.",
NRM_DIV,NRM_DIV_C,E_F_E.27,ET2E_F,Men never think women need rest.,
NRM_DIV,NRM_DIV_C,E_F_E.27,ET2E_F,He will keep on asking her to join him in the farm while she is working hard in her backyard and household.,
NRM_DIV,NRM_DIV_C,E_F_E.27,ET4E_F,no he will not at all because he thinks its for her own advantage to work on backyard vegetables and her responsibility to support him on farm tasks,
NRM_DIV,NRM_DIV_C,E_F_E.27,ET4E_F,I dont think he will let her rest because he thinks its her job,
NRM_DIV,NRM_DIV_C,E_F_E.27,IN1E_F,"No, he will ask for her help 
	And she will work on his plot too
	She cannot disobey her husband",
NRM_DIV,NRM_DIV_C,E_F_E.27,IN9E_F,"He will still ask for her help
The fact that he has allowed her to work on her own vegetable garden does not in any way imply that she can shirk her other responsibilities
In fact he will make her feel obliged to help him since he has agreed to let her work",
NRM_DIV,NRM_DIV_C,E_F_E.27,NP1E_F,"No, Ram Bahadur will not ask for less help rather he wants her to finish all his works",
NRM_DIV,NRM_DIV_C,E_F_E.27,UZ3E_F,"no, he ask for more help but not less",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD3E_M,"Yes, there are social norms which regulate the various works and gender responsibilities. Women have to start some household works e.g. cleaning house premises, wash all utensils, clean the cowshed and cook foods and serve to all family members.  These are all done by women. No men or boys not familiar or habituate to do these works. These are treated as feminine works.",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD3E_M,"collecting fodder for cows, ploughing lands, transplanting, weeding, sowing, harvesting etc. is mens work. And carrying loads from field, selling agricultural products in market are also mens work.",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD3E_M,"Caring and raising chickens, duck and cultivating vegetables in the kitchen garden are task of woman",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD3E_M,"For social reasons, women cannot participate in practical agricultural activities and official training",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD6E_M,"Yes, there are social norms which regulate the various works and gender responsibilities in the agricultural activities.",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD6E_M,"Young men can do all sort of works in crop cultivation. On the other hand, women have to start some household works",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD6E_M,"cleaning house premises, wash all utensils, clean the cowshed and cook foods and serve to all family members.  These are all done by women. No men or boys not familiar or habituate to do these works. These are treated as feminine works.",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD6E_M,"collecting fodder for cows, preparing lands, transplanting, weeding, sowing, harvesting etc. is mens work. And carrying loads from field, selling agricultural products in market are also mens work.",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD6E_M,"Caring and raising chickens, duck and cultivating vegetables in the kitchen garden are task of woman.",
NRM_DIV,NRM_DIV_C,E_M_E.18,BD6E_M,"For social reasons, women cannot participate in practical agricultural activities. They are not allowed to carry loads from the field",
NRM_DIV,NRM_DIV_C,E_M_E.18,ET1E_M,woman alongside with household chores they mainly participate in backyard vegetables and look after the cattle and small livestock,
NRM_DIV,NRM_DIV_C,E_M_E.18,ET1E_M,"In the farm plot women do participate on cutting, hoe and collecting but they dont farm with oxen.",
NRM_DIV,NRM_DIV_C,E_M_E.18,ET2E_M,women work in vegetable garden and dairy,
NRM_DIV,NRM_DIV_C,E_M_E.18,ET2E_M,women help men by weeding and bringing seed,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN1E_M,Women harvest and sort paddy,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN1E_M,They [women] do weeding and clear the land,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN1E_M,Men do the hard work like ploughing,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN3E_M,"Yes, women mostly do weeding and carry food and water for their fathers and brothers who are working in their filed",
NRM_DIV,NRM_DIV_C,E_M_E.18,IN3E_M,"Boys drive the zero tiller, do irrigation, use fawda (axe)",
NRM_DIV,NRM_DIV_C,E_M_E.18,IN3E_M,Women also do manual sowing of corn,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN4E_M,Men do all agricultural activities but women only do some like sowing and harvesting,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN4E_M,Women are busy with household work and making bidis,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN4E_M,Women dont do physically demanding activities like land preparation,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN7E_M,"Yes, men and women traditionally perform different agricultural activities",
NRM_DIV,NRM_DIV_C,E_M_E.18,IN7E_M,"Women do sowing, weeding and harvesting and sorting",
NRM_DIV,NRM_DIV_C,E_M_E.18,IN7E_M,Men do the heavy work like field preparation,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN7E_M,Men also are responsible for selling their produce,
NRM_DIV,NRM_DIV_C,E_M_E.18,IN9E_M,Young women dont do any agricultural work while most young men can do all farm activities including driving the tractor,
NRM_DIV,NRM_DIV_C,E_M_E.18,PK2E_M,"The farming is not practice by women in the village, that is not the custom here.",
NRM_DIV,NRM_DIV_C,E_M_E.18,PK7E_M,females do easy job such as weeding or sowing seeds with hands.,
NRM_DIV,NRM_DIV_C,E_M_E.18,UZ3E_M,"Yes they are following, as there are separate works traditionally that are carried out by men (hardwork), by women (more household)",
NRM_DIV,NRM_DIV_C,E_M_E.19,BD3E_M,Women work in the field is not a regular practice in our village. Sometimes they assist to their husbands in crop fields but this is not common accepted practice here.,
NRM_DIV,NRM_DIV_C,E_M_E.19,BD6E_M,"In our village, no women are allowed to harvest wheat and rice. This is mens job and their domain where women cannot go and participate.",
NRM_DIV,NRM_DIV_C,E_M_E.19,BD6E_M,Similarly women will be highly discouraged to sell wheat or rice in the local market.,
NRM_DIV,NRM_DIV_C,E_M_E.19,BD6E_M,Women work in the field is not a regular practice in our village,
NRM_DIV,NRM_DIV_C,E_M_E.19,ET2E_M,farming is his job and he does it,
NRM_DIV,NRM_DIV_C,E_M_E.19,IN1E_M,Women are not actively involved in agriculture,
NRM_DIV,NRM_DIV_C,E_M_E.19,IN1E_M,They [women] will not be able to do all the hard labor,
NRM_DIV,NRM_DIV_C,E_M_E.19,IN1E_M,Young girls from good families dont do any work in the fields; young girls from poor families do to support their families,NRM_DIV_N
NRM_DIV,NRM_DIV_C,E_M_E.19,IN1E_M,No woman goes to the market,
NRM_DIV,NRM_DIV_C,E_M_E.19,IN3E_M,They will face problems in harvesting,
NRM_DIV,NRM_DIV_C,E_M_E.19,IN9E_M,Our culture doesnt allow women to work in open fields,
NRM_DIV,NRM_DIV_C,E_M_E.19,PK2E_M,"In village, mostly farming works are carried out by men and women are not directly involved in such activities. Men sale out the yielded products in the market",
NRM_DIV,NRM_DIV_C,E_M_E.20,BD3E_M,"Social restrictions are for women not for men. So, men can grow and sell any products in nearby or distant market there is no prohibition for his activities",
NRM_DIV,NRM_DIV_C,E_M_E.20,BD6E_M,"Social restrictions are for women not for men. So, men can grow and sell any products in nearby or distant market there is no prohibition for his activities.",
NRM_DIV,NRM_DIV_C,E_M_E.20,ET1E_M,its not the tradition and customary for a man to sell butter at the local market but no obstacle for the woman.,
NRM_DIV,NRM_DIV_C,E_M_E.20,ET2E_M,vegetable garden exclusively for woman,
NRM_DIV,NRM_DIV_C,E_M_E.20,PK2E_M,Men carry out farming activities and sale out their products in the market.,
NRM_DIV,NRM_DIV_C,E_F_E.15,BD6E_F,young women never go there because we have seen this custom from our early age that women work at home and male work at fields.,
NRM_DIV,NRM_DIV_C,E_F_E.15,BD6E_F,"women do not go to the fields to work, they do not need to know any agriculture-related information",
NRM_DIV,NRM_DIV_C,E_F_E.15,BD6E_F,women do not go to field to work,
NRM_DIV,NRM_DIV_C,E_F_E.15,ET1E_F,we have to do plenty of things as equally as our mothers,
NRM_DIV,NRM_DIV_C,E_F_E.15,ET4E_F,"in many cases, it is not possible for the women even if she has the opportunity because traditionally its not customary for women to till with oxen but they are more responsible on threshing, winnowing sorting and storing",
NRM_DIV,NRM_DIV_C,E_F_E.15,IN9E_F,"Young women dont do any agricultural work
Only boys do",
NRM_DIV,NRM_DIV_C,E_F_E.15,IN9E_F,Parents also dont want their girls to go and work in the fields,
NRM_DIV,NRM_DIV_C,E_F_E.15,NP2E_F,girls pay more attention towards household and agricultural activities,
NRM_DIV,NRM_DIV_C,E_F_E.15,PK2E_F,Our sole responsibility is to stock the wheat in safe place,
NRM_DIV,NRM_DIV_C,E_F_E.26,BD6E_F,[male spouse]  does not want her to go to the markets because going there is his responsibility.,
NRM_DIV,NRM_DIV_C,E_F_E.26,IN1E_F,"[He will not let her go]
	[Instead he will go himself]
	Women/wives dont sell vegetables",
NRM_DIV,NRM_DIV_C,E_F_E.26,IN1E_F,"[He will not let her go]
	[Instead he will go himself]
	Women dont go to the market",
NRM_DIV,NRM_DIV_C,E_F_E.26,IN1E_F,"[He will not let her go]
	[Instead he will go himself]
	What is the need for her to go when her husband is around to take care of it?",
NRM_DIV,NRM_DIV_C,E_M_E.21,BD6E_M,selection of crop and land is the responsibility of men.,
NRM_DIV,NRM_DIV_C,E_M_E.21,ET1E_M,"It is customary therefore, for the man to take care of the land and the woman to support him in the farm and take care of the household chores.",
NRM_DIV,NRM_DIV_C,E_M_E.21,ET1E_M,The women usually manage the household chores and backyard vegetables.,
NRM_DIV,NRM_DIV_C,E_M_E.21,ET1E_M,traditionally women dont plow if a man is in the house.,
NRM_DIV,NRM_DIV_C,E_M_E.21,ET1E_M,"In terms of labor division the man is responsible to assign the children and the division is determined by the age, power and demand.",
NRM_DIV,NRM_DIV_C,E_M_E.21,ET1E_M,older children at the age of 13 go with their father to support on farming,
NRM_DIV,NRM_DIV_C,E_M_E.21,IN4E_M,Generally the household head distributes work amongst the male members of the house,
NRM_DIV,NRM_DIV_C,E_M_E.22,BD6E_M,Most plots are cultivated and supervised by men or husband or grow-up sons whether those plots are owned by men or women,
NRM_DIV,NRM_DIV_C,E_M_E.22,IN3E_M,"Men usually do most of the work  they do irrigation, spray pesticides, sowing everything",
NRM_DIV,NRM_DIV_C,E_M_E.22,IN9E_M,There is a joint plot and mostly men do all the work,
NRM_DIV,NRM_DIV_C,E_M_E.22,IN9E_M,Women only go to the plot to deliver their husbands lunch,
NRM_DIV,NRM_DIV_C,E_M_E.22,PK7E_M,this all will be done by the men.,
NRM_DIV,NRM_DIV_C,E_M_E.22,PK7E_M,the husband owns the plots but wife works on them and collects chili from the plots,
NRM_DIV,NRM_DIV_C,E_M_E.22,PK7E_M,husbands bring that to market,
NRM_DIV,NRM_DIV_C,E_M_E.22,UZ3E_M,Women works on farm plot almost every day,
NRM_DIV,NRM_DIV_C,E_M_E.23,BD6E_M,"In all cultivable lands of a household, male members work.",
NRM_DIV,NRM_DIV_C,E_M_E.23,ET1E_M,if the family has girl child she will work with her mother and help her on household chores,
NRM_DIV,NRM_DIV_C,E_M_E.23,ET1E_M,older boys they go to the farm land to support their father or look after cattle,
NRM_DIV,NRM_DIV_C,E_M_E.23,IN4E_M,Men usually do the physically intensive work while women do the easier work like harvesting,
NRM_DIV,NRM_DIV_C,E_M_E.23,IN9E_M,"All family members help out on the plot on need basis
	But generally women dont",
NRM_DIV,NRM_DIV_C,E_M_E.27,BD6E_M,I will never take her with me in field. She will work at home.,
NRM_DIV,NRM_DIV_C,E_M_E.27,ET2E_M,he is accustomed to her support,
NRM_DIV,NRM_DIV_C,E_M_E.27,ET4E_M,No he wouldnt ask her to stop coming to the farm. He has more demanding work that requires more labor. it brings better income so if he is not getting the necessary support he would not be productive,
NRM_DIV,NRM_DIV_C,E_M_E.27,IN1E_M,She will have to help her husband,
NRM_DIV,NRM_DIV_C,E_M_E.27,IN1E_M,She has to do all the work that she has always been doing,
NRM_DIV,NRM_DIV_C,E_M_E.27,IN1E_M,It is her duty to help her husband and she must fulfill all her duties,
NRM_DIV,NRM_DIV_C,E_M_E.27,IN4E_M,She also has to do all the household work and so she will have no time now to help her husband,
NRM_DIV,NRM_DIV_C,E_M_E.27,IN9E_M,"No, Ana will have to do all the work she is supposed to; she cannot miss any of those including having to help her husband if he so wants",
NRM_DIV,NRM_DIV_C,E_M_E.27,UZ3E_M,He would ask for more help but not less help on his plots,
NRM_DIV,NRM_DIV_C,E_M_E.33,BD6E_M,The vegetable must be sold by [male spouse] it is not possible for [female spouse],
NRM_DIV,NRM_DIV_C,E_M_E.33,BD6E_M,market is not womens place,
NRM_DIV,NRM_DIV_C,E_M_E.33,ET1E_M,he is the one who process the sell in to large markets because its a challenge for her to transport the items in cart and vehicle.,
NRM_DIV,NRM_DIV_C,E_M_E.33,ET1E_M,she would stay at home and takes care of her children instead of going to the market while her husband can travel and sale the vegetables.,
NRM_DIV,NRM_DIV_C,E_M_E.33,ET2E_M,he will sell because she has house responsibilities,
NRM_DIV,NRM_DIV_C,E_M_E.33,IN1E_M,It is usual for men to go sell at the market and so man will go,
NRM_DIV,NRM_DIV_C,E_M_E.33,IN1E_M,Women are not seen at the market; it will be unusual,
NRM_DIV,NRM_DIV_C,E_M_E.33,IN3E_M,[male spouse] will go to sell,
NRM_DIV,NRM_DIV_C,E_M_E.33,IN4E_M,David is more likely to sell the vegetables,
NRM_DIV,NRM_DIV_C,E_M_E.33,IN4E_M,Women also have to do the household work and there is no time for them to go to the market,
NRM_DIV,NRM_DIV_C,E_M_E.33,IN9E_M,"David will sell
Diana will not even volunteer to sell since she knows the response",
NRM_DIV,NRM_DIV_C,E_M_E.33,PK2E_M,"Man carries out market activities and therefore, David will go to market to sale-out the vegetables.",
NRM_DIV,NRM_DIV_C,E_M_E.33,PK7E_M,This is mans job that is why he can be reliable.,
NRM_DIV,NRM_DIV_C,E_F_E.16,ET1E_F,"they are responsible for taking care of the bigger animals such as cow, oxen, sheep and donkey. She helps in the fattening",
NRM_DIV,NRM_DIV_C,E_F_E.20,ET1E_F,She can engage in fattening. Actually she is the one who is doing the fattening even now,
NRM_DIV,NRM_DIV_C,E_F_E.20,NP1E_F,girls will not be allowed to do,
NRM_DIV,NRM_DIV_C,E_F_E.20,NP1E_F,parents think that someday girls will get marry and go with husband,
NRM_DIV,NRM_DIV_C,E_F_E.20,PK7E_F,We take care of the land from sowing till harvesting.,
NRM_DIV,NRM_DIV_C,E_F_E.20,PK7E_F,We take care of animals and go out to bring grass,
NRM_DIV,NRM_DIV_C,E_F_E.20,UZ3E_F,she can raise plants but boys should sell on the market,
NRM_DIV,NRM_DIV_C,E_F_E.41,ET1E_F,"We are working with our mothers every single day for the whole day, they prefer to keep us home and help them.",
NRM_DIV,NRM_DIV_C,E_M_E.7,ET1E_M,"unlike boys girls stays with their mother at their early age and learn mainly household chores  may participate in farming when there is a need for extra labor, such as harvesting time",
NRM_DIV,NRM_DIV_C,E_M_E.7,ET1E_M,"may participate in farming when there is a need for extra labor, such as harvesting time",
NRM_DIV,NRM_DIV_C,E_M_E.7,ET1E_M,they dont mainly involve in agricultural tasks because it is believed that agriculture related tasks are for the man and requires power,
NRM_DIV,NRM_DIV_C,E_M_E.7,IN3E_M,"We water our filed, spray fertilizers, monitor our crop",
NRM_DIV,NRM_DIV_C,E_M_E.7,IN3E_M,We can also do sowing,
NRM_DIV,NRM_DIV_C,E_M_E.7,IN3E_M,Girls do weeding and harvesting,
NRM_DIV,NRM_DIV_C,E_M_E.7,IN9E_M,Boys mostly do all agricultural activities,
NRM_DIV,NRM_DIV_C,E_M_E.7,IN9E_M,Actually in the peak farming seasons such as paddy and wheat sowing and then harvesting there is a lot of work and we always help out our parents and others too,
NRM_DIV,NRM_DIV_C,E_M_E.7,IN9E_M,We can also drive tractor and other machines,
NRM_DIV,NRM_DIV_C,E_M_E.7,IN9E_M,Girls dont do any agricultural activity,
NRM_DIV,NRM_DIV_C,E_M_E.7,NP2E_M,"mostly boys learn how to plant the rice, maize and wheat",
NRM_DIV,NRM_DIV_C,E_M_E.7,NP2E_M,"girl childs more active in farming and they know how to do weeding, planting, harvesting, storing of crops",
NRM_DIV,NRM_DIV_C,E_M_E.7,PK2E_M,"R6. The young also learn about the wheat harvest. There is no concept of girls working in the fields at all, they assist their mother in house chores. Some girls also learn how to rear cattle.",
NRM_DIV,NRM_DIV_C,E_M_E.7,PK7E_M,"works are usually done by the females i.e. weeding, harvesting, cotton picking and even lending a hand to their parents.",
NRM_DIV,NRM_DIV_C,E_M_E.14,ET1E_M,"the mans emphasis is to get income out of improved seeds production and he uses the money to support his family, buy cloth, send his children to school",
NRM_DIV,NRM_DIV_C,E_M_E.14,ET1E_M,while woman give more attention to feed the household then they give priority to improved milk cow and backyard vegetables,
NRM_DIV,NRM_DIV_C,E_M_E.14,ET2E_M,planted in backyard so women can attend it,
NRM_DIV,NRM_DIV_C,E_M_E.14,IN1E_M,Women dont do much agricultural work; earlier many of them did harvesting and sorting but with the advent of combine now they are not required to pitch in at all since this machine does both harvesting and sorting in much less time,
NRM_DIV,NRM_DIV_C,E_M_E.14,IN9E_M,"Since the advent of both these machines women dont have to do any agricultural work
Women in our village dont want to work in the fields and now they are happy",
NRM_DIV,NRM_DIV_C,E_M_E.14,PK2E_M,"R1. As mentioned earlier, the women do not have any role in farming activities and they have no knowledge and information about the farming activities. They might be involve in rearing of cattle but that is in their own homes",
NRM_DIV,NRM_DIV_C,E_M_E.14,PK7E_M,the females should do domestic chores. They should be given maximum time at home.,
NRM_DIV,NRM_DIV_C,E_M_E.14,UZ3E_M,Selling milk products is a more of a female business,
NRM_DIV,NRM_DIV_C,E_M_E.15,ET1E_M,agriculture is the main task for men,
NRM_DIV,NRM_DIV_C,E_M_E.15,ET1E_M,The woman is busy with household chores to take care of the man and children.,
NRM_DIV,NRM_DIV_C,E_M_E.15,ET2E_M,girls learn from mothers in vegetable gardens and dairy,
NRM_DIV,NRM_DIV_C,E_M_E.15,ET2E_M,girls stay at home or go to school,
NRM_DIV,NRM_DIV_C,E_M_E.15,IN1E_M,"No, women are not involved in agriculture",
NRM_DIV,NRM_DIV_C,E_M_E.15,IN1E_M,Women mostly do planting and sometimes harvesting,
NRM_DIV,NRM_DIV_C,E_M_E.15,IN1E_M,Women have their hands full with household work and they cannot be expected to do agricultural work as well,
NRM_DIV,NRM_DIV_C,E_M_E.15,IN3E_M,Women do agriculture only if their men are not around since they also have to take care of all household work,
NRM_DIV,NRM_DIV_C,E_M_E.15,IN4E_M,Women dont do much agricultural work here; they mostly make bidis,
NRM_DIV,NRM_DIV_C,E_M_E.15,IN4E_M,Women do agricultural activities under the guidance of men,
NRM_DIV,NRM_DIV_C,E_M_E.15,IN9E_M,Even parents dont want their girls to work in the fields,
NRM_DIV,NRM_DIV_C,E_M_E.28,ET1E_M,She should support him because what he is doing is labor demanding,
NRM_DIV,NRM_DIV_C,E_M_E.28,ET1E_M,it is not common for the man to stay in the house and look after the household chores and children while the woman goes to the market.,
NRM_DIV,NRM_DIV_C,E_F_E.4,ET2E_F,what good you bring to the family you will get married and you go somewhere else to serve others not us.,
NRM_DIV,NRM_DIV_C,E_F_E.7,ET2E_F,I also help my mother in the household chores and in the farm.,
NRM_DIV,NRM_DIV_C,E_F_E.7,ET2E_F,I help her fetching water and collecting firewood.,
NRM_DIV,NRM_DIV_C,E_F_E.7,ET2E_F,boys unless they are very young are not doing it.,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN1E_F,"Boys work on farms but not girls
Boys mostly learn all farm activities and are able to do everything
Boys can do all agricultural activities from ploughing to harvesting
Boys even work with machine",
NRM_DIV,NRM_DIV_C,E_F_E.7,IN4E_F,Some of us carry the bundles of crop on our head,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN4E_F,But we also study; we also help our mothers at home,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN9E_F,Girls dont do any agricultural work,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN9E_F,We are not supposed to go work in the fields; some of us are learning tailoring at home,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN9E_F,We help our mothers at home but dont do any agricultural work,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN9E_F,Boys do all agricultural work,
NRM_DIV,NRM_DIV_C,E_F_E.7,IN9E_F,Boys drive tractors too; actually they should learn farming because then at least one means of livelihood is assured for them,
NRM_DIV,NRM_DIV_C,E_F_E.7,NP2E_F,"livestock raising poultry farming, raising of goat, cattle, buffalo",
NRM_DIV,NRM_DIV_C,E_F_E.7,NP2E_F,"vegetable farming, cultivation of maize, paddy, wheat, millet,",
NRM_DIV,NRM_DIV_C,E_F_E.7,PK7E_F,"They do different things like weeding, sowing. They also help in cotton picking. They help in harvesting.",
NRM_DIV,NRM_DIV_C,E_F_E.11,ET2E_F,girls stay home helping our mothers.,
NRM_DIV,NRM_DIV_C,E_F_E.11,NP1E_F,do household work and agricultural activities,
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,Women also work with clay.,
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,They bring grass.,
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,They bring water.,
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,They bring wood.,
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,They also do stitching and other handy crafts.,
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,"They also work in farming like sowing, weeding, and cotton picking.",
NRM_DIV,NRM_DIV_C,E_F_E.11,PK7E_F,They also help in sprays and fertilizing land.,
NRM_DIV,NRM_DIV_C,E_F_E.14,ET2E_F,Inset and Coffee are the most important products for women.,
NRM_DIV,NRM_DIV_C,E_F_E.14,ET4E_F,chicken are mainly reared by women as a quick means of cash in times of household need and the same with local cow milk. These activities have less workload for the women as well,
NRM_DIV,NRM_DIV_C,E_F_E.14,ET4E_F,poultry is mainly advantageous and means of income for the women because they can sell the eggs quickly in the local market,
NRM_DIV,NRM_DIV_C,E_F_E.14,ET4E_F,the men focused on increase productivity and commercialization of farm produces so they choose row planting (new technologies) and irrigation for more production. Both are interrelated with increasing production,
NRM_DIV,NRM_DIV_C,E_F_E.14,IN1E_F,Women do not use machines,
NRM_DIV,NRM_DIV_C,E_F_E.14,IN1E_F,it is rare for women to be seen working in the fields here; only poor women do out of compulsion but it is all manual work,
NRM_DIV,NRM_DIV_C,E_F_E.14,IN9E_F,Women dont use machines,
NRM_DIV,NRM_DIV_C,E_F_E.14,IN9E_F,Earlier many women were involved in sowing and harvesting but now zero tiller and combine do their work,
NRM_DIV,NRM_DIV_C,E_F_E.14,IN9E_F,So women have more time for household work and family,
NRM_DIV,NRM_DIV_C,E_F_E.21,ET2E_F,the vegetable garden is considered to be for women and the farm field is always for a man.,
NRM_DIV,NRM_DIV_C,E_F_E.21,ET2E_F,women in the house work in both lands.,
NRM_DIV,NRM_DIV_C,E_F_E.21,ET4E_F,the women stay at home and mainly do household chores and they are responsible for backyard vegetables because the backyard plot is near to the house,
NRM_DIV,NRM_DIV_C,E_F_E.21,ET4E_F,"man regularly takes responsibility of farm tasks, the women participate whenever he needs labor on the farm",
NRM_DIV,NRM_DIV_C,E_F_E.21,ET4E_F,benefit of backyard vegetables is mainly for women as a result men do not participate regularly,
NRM_DIV,NRM_DIV_C,E_F_E.21,IN1E_F,Women usually are involved in manual harvesting,
